Token ID,Owner Address,Attribute clan,Attribute revealed,Attribute chassis,Attribute color,Attribute graphic,Attribute animation,Attribute emissive color,Attribute tier,Attribute head,Attribute torso,Attribute pelvis,Attribute shoulder left,Attribute shoulder right,Attribute arm left,Attribute arm right,Attribute leg left,Attribute leg right,Attribute knee left,Attribute knee right,Attribute collection
3233,0xcDcf42b9aC096592d31c22D2Cb2676a0c09F79BB,Emerald Hand,true,Medium,Elite Corps,Armada,Run,Elite,GrandMaster,Rare,Common,Uncommon,Common,Common,Common,Common,Rare,Rare,Clan,Common,Spark Suit Edition 01
3234,0x4098D9e17e41033e16cd7FA7F7C15Cd040EffBEC,Bubblegum Violence,true,Light,Harlequin Tonic,Zero Effort,Spin,Aquamarine Chill,Adept,Common,Common,Common,Uncommon,Common,Clan,Clan,Common,Common,Common,Common,Spark Suit Edition 01
3235,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Heavy,Elite Corps,Zero Effort,Heavy Spin,Aura,Runner,Uncommon,Clan,Clan,Common,Common,Common,Common,Common,Common,Common,Uncommon,Spark Suit Edition 01
3236,0xdb92f3169AeDbeEDdB3CC00f77a55Eb04e3cE947,Grimbone,true,Heavy,Scorched Earth,Skulls,Sumo,Dusk,Officer,Uncommon,Rare,Common,Common,Rare,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
3237,0x2CFCEf8B9D1eb0a76907b877B037041D7e227f20,Grimbone,true,Light,Sunrise,Stripes,Spin,Hot Orange,GrandMaster,Rare,Common,Uncommon,Common,Common,Common,Common,Common,Common,Common,Rare,Spark Suit Edition 01
3238,0xD4E0d9D18A93e0C0Ac65344D03751CF90582Ac70,Bubblegum Violence,true,Light,Harlequin Tonic,Zero Effort,Dash,Yuletide Up,Adept,Clan,Clan,Rare,Common,Common,Common,Common,Common,Common,Rare,Clan,Spark Suit Edition 01
3239,0x000000000000000000000000000000000000dEaD,Bubblegum Violence,true,Heavy,Tumblers Mule,Zero Effort,Heavy Spin,Sapphire Star,Runner,Uncommon,Common,Common,Uncommon,Common,Common,Common,Common,Common,Common,Rare,Spark Suit Edition 01
3240,0x009115a551826F92EC1ca1f34e2E5de3fA497FE7,Bubblegum Violence,true,Medium,Harlequin Tonic,Tri Explosion,Boxing,Yuletide Up,Runner,Common,Common,Rare,Clan,Common,Common,Common,Common,Common,Common,Rare,Spark Suit Edition 01
3241,0x513f21d8Ff0fbeDdb4684e4B86ab72b804Fffe04,Grimbone,true,Medium,Dark Side,Zero Effort,Run,Dusk,Officer,Common,Common,Common,Common,Common,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
3242,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Light,Elite Corps,Zero Effort,Spin,Elite,Runner,Rare,Common,Common,Rare,Common,Common,Common,Common,Common,Rare,Uncommon,Spark Suit Edition 01
3243,0xd90c3E00c2b0D1f9522Ad2FE14a247B2282441F7,Bubblegum Violence,true,Heavy,Harlequin Tonic,Zero Effort,Heavy Spin,Lolita Jam,Runner,Rare,Common,Uncommon,Common,Uncommon,Rare,Rare,Common,Common,Uncommon,Common,Spark Suit Edition 01
3244,0xFfA243370D231D38B76Dd91ac91A1e45Ab88679F,Bubblegum Violence,true,Light,Tumblers Mule,Tri Explosion,Dash,Sapphire Star,Runner,Clan,Common,Common,Uncommon,Common,Common,Common,Common,Common,Uncommon,Common,Spark Suit Edition 01
3245,0x000000000000000000000000000000000000dEaD,Bubblegum Violence,true,Heavy,Mime Burst,Zero Effort,Heavy Spin,Sapphire Star,Adept,Common,Common,Rare,Common,Rare,Common,Common,Common,Common,Uncommon,Rare,Spark Suit Edition 01
3246,0x843FF738749156FfCa6eEB5876cbCd2675Bc97aE,Grimbone,true,Heavy,Sunrise,Skulls,Sumo,Dusk,Adept,Uncommon,Rare,Common,Rare,Common,Common,Common,Common,Common,Common,Uncommon,Spark Suit Edition 01
3247,0xF310A4ee79E7BDE6Ad2aAA97ad4A286EA7BfA622,Grimbone,true,Heavy,Scorched Earth,Zero Effort,Heavy Spin,Sun Spots,Master,Common,Common,Common,Uncommon,Rare,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
3248,0x46604455F97BAE295E0FAD644b1E615F1B09aBEd,Emerald Hand,true,Heavy,Elite Corps,Zero Effort,Heavy Spin,Elite,Runner,Uncommon,Common,Uncommon,Uncommon,Common,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
3249,0x8954EaD94811C1C63b7c372d3B3D8182f9f26eC6,Grimbone,true,Medium,Sunrise,Skulls,Run,Dusk,Runner,Common,Common,Common,Rare,Rare,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
3250,0xD29BE4885E53BB300a2fdcC6B4793AEb3ef90da2,Grimbone,true,Light,Dark Side,Stripes,Dash,Dusk,Officer,Uncommon,Rare,Uncommon,Common,Uncommon,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
3251,0x974de6D7155bFDF048f8a367Df3521Ac6258DaA6,Emerald Hand,true,Heavy,Elegance,Zero Effort,Heavy Spin,Elite,Runner,Uncommon,Common,Common,Common,Common,Clan,Clan,Common,Common,Uncommon,Uncommon,Spark Suit Edition 01
3252,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Heavy,Elite Corps,Zero Effort,Heavy Spin,Astral,Runner,Uncommon,Clan,Common,Uncommon,Common,Common,Common,Common,Common,Uncommon,Common,Spark Suit Edition 01
3253,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Heavy,Elite Corps,Wave,Heavy Spin,Elite,Runner,Uncommon,Common,Rare,Common,Common,Common,Common,Clan,Clan,Common,Rare,Spark Suit Edition 01
3254,0xeaA956d3f67c52Ca5205593f127cDd54eC41CBCA,Bubblegum Violence,true,Medium,Mime Burst,Zero Effort,Boxing,Yuletide Up,Runner,Rare,Common,Common,Common,Rare,Rare,Rare,Common,Common,Rare,Common,Spark Suit Edition 01
3255,0xc8B51ed85f0e66220c372cde67c06D95Dd0b25Df,Grimbone,true,Light,Scorched Earth,Skulls,Dash,Faded,Runner,Common,Common,Common,Uncommon,Common,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
3256,0x2618204231836BE88F73C0FdEeaFE5D7AA0f2e8E,Emerald Hand,true,Heavy,Elite Corps,Wave,Heavy Spin,Elite,Master,Common,Common,Rare,Uncommon,Common,Clan,Clan,Clan,Clan,Uncommon,Common,Spark Suit Edition 01
3257,0x000000000000000000000000000000000000dEaD,Grimbone,true,Heavy,Scorched Earth,Zero Effort,Heavy Spin,Blue Blaze,Runner,Rare,Rare,Uncommon,Rare,Common,Common,Common,Rare,Rare,Common,Common,Spark Suit Edition 01
3258,0x000000000000000000000000000000000000dEaD,Grimbone,true,Light,Dark Side,Stripes,Dash,Dusk,Runner,Rare,Rare,Uncommon,Common,Uncommon,Common,Common,Common,Common,Uncommon,Uncommon,Spark Suit Edition 01
3259,0x4B18CEBEB9797Ea594b5977109cc07b21c37E8c3,Emerald Hand,true,Light,Elite Corps,Wave,Dash,Aura,Runner,Common,Common,Rare,Uncommon,Uncommon,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
3260,0xBA7a5fa2A9ccDB837A7C78fB0016805f844EFEfb,Bubblegum Violence,true,Light,Tumblers Mule,Tri Explosion,Dash,Yuletide Up,Runner,Rare,Common,Uncommon,Uncommon,Common,Common,Common,Common,Common,Common,Uncommon,Spark Suit Edition 01
3261,0xf8068b0a1faF650FF76f82F6Ff65a14cbe424Ada,Grimbone,true,Medium,Sunrise,Zero Effort,Boxing,Dusk,Runner,Common,Clan,Clan,Rare,Uncommon,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
3262,0x8628Ec291761Bb201F82151a1E80a799d9C25340,Grimbone,true,Light,Scorched Earth,Stripes,Dash,Dusk,Master,Common,Rare,Uncommon,Uncommon,Uncommon,Rare,Rare,Common,Common,Common,Common,Spark Suit Edition 01
3263,0x299E5feFC64dCC2d69D13E70A3f9d99853981570,Bubblegum Violence,true,Medium,Tumblers Mule,Tri Explosion,Run,Yuletide Up,Runner,Rare,Common,Uncommon,Clan,Common,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
3264,0x4722FCb934F40956930b6d537b4D121f488C6D59,Grimbone,true,Medium,Scorched Earth,Zero Effort,Run,Dusk,Runner,Rare,Common,Common,Uncommon,Common,Clan,Clan,Common,Common,Rare,Rare,Spark Suit Edition 01
3265,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Medium,Elite Corps,Armada,Boxing,Astral,Runner,Rare,Common,Rare,Rare,Common,Common,Common,Common,Common,Rare,Uncommon,Spark Suit Edition 01
3266,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Heavy,Elegance,Wave,Heavy Spin,Aura,Adept,Common,Common,Uncommon,Uncommon,Common,Clan,Clan,Common,Common,Clan,Common,Spark Suit Edition 01
3267,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Heavy,Emerald Palace,Wave,Heavy Spin,Elite,Runner,Rare,Common,Common,Rare,Clan,Common,Common,Common,Common,Common,Rare,Spark Suit Edition 01
3268,0xE21F30014cCf224Bb4897f975E1478529E4ec3Ac,Grimbone,true,Light,Scorched Earth,Stripes,Spin,Dusk,Adept,Common,Rare,Uncommon,Common,Uncommon,Common,Common,Common,Common,Uncommon,Rare,Spark Suit Edition 01
3269,0x9274931a4D6dD21361FBdBf8E838b5c000A2BB31,Emerald Hand,true,Heavy,Elite Corps,Zero Effort,Heavy Spin,Aura,Officer,Common,Common,Common,Common,Uncommon,Common,Common,Common,Common,Uncommon,Clan,Spark Suit Edition 01
3270,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Light,Elite Corps,Wave,Spin,Elite,Runner,Uncommon,Rare,Clan,Common,Common,Rare,Rare,Common,Common,Rare,Uncommon,Spark Suit Edition 01
3271,0x0d38213f35178f4671ddB7012025DEE7e1E3aa6a,Bubblegum Violence,true,Heavy,Mime Burst,Zero Effort,Sumo,Ruby Cherry,Runner,Common,Common,Uncommon,Uncommon,Common,Common,Common,Common,Common,Uncommon,Clan,Spark Suit Edition 01
3272,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Medium,Emerald Palace,Wave,Boxing,Aura,Runner,Uncommon,Rare,Common,Clan,Uncommon,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
3273,0x3c894FE423A05987cCf4469aE58D1cA7DcF88d40,Emerald Hand,true,Heavy,Elegance,Armada,Heavy Spin,Astral,Adept,Clan,Common,Rare,Common,Uncommon,Clan,Clan,Common,Common,Uncommon,Uncommon,Spark Suit Edition 01
3274,0x000000000000000000000000000000000000dEaD,Grimbone,true,Medium,Scorched Earth,Skulls,Boxing,Blue Blaze,Adept,Common,Common,Uncommon,Common,Clan,Common,Common,Clan,Clan,Rare,Common,Spark Suit Edition 01
3275,0x133408be9E9ACd24691F8e4Ee0b04e8FF57ffcc2,Emerald Hand,true,Heavy,Emerald Palace,Wave,Sumo,Astral,Adept,Common,Common,Common,Common,Common,Common,Common,Clan,Clan,Rare,Uncommon,Spark Suit Edition 01
3276,0x2EF85BCA2eD2adaB2d3b10C50385953F90c28343,Emerald Hand,true,Heavy,Elite Corps,Zero Effort,Heavy Spin,Elite,Adept,Common,Common,Common,Uncommon,Common,Common,Common,Clan,Clan,Clan,Clan,Spark Suit Edition 01
3277,0xB965541de4752C502930bef6a59ac3E32bB8A0Cf,Grimbone,true,Medium,Scorched Earth,Skulls,Run,Sun Spots,Runner,Common,Common,Common,Rare,Common,Clan,Clan,Common,Common,Common,Uncommon,Spark Suit Edition 01
3278,0x28963aaB99Fca772716A7a1869D381Da61c79D8c,Grimbone,true,Light,Sunrise,Stripes,Dash,Faded,Adept,Rare,Common,Rare,Uncommon,Common,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
3279,0x9318a30b8acF9BB0C86e2cB181ecc7a84fE85b29,Bubblegum Violence,true,Light,Harlequin Tonic,Zero Effort,Dash,Lolita Jam,Officer,Common,Common,Uncommon,Clan,Common,Common,Common,Clan,Clan,Rare,Rare,Spark Suit Edition 01
3280,0x000000000000000000000000000000000000dEaD,Grimbone,true,Light,Sunrise,Zero Effort,Dash,Dusk,Runner,Uncommon,Common,Common,Clan,Uncommon,Rare,Rare,Common,Common,Common,Common,Spark Suit Edition 01
3281,0x000000000000000000000000000000000000dEaD,Grimbone,true,Light,Sunrise,Skulls,Dash,Sun Spots,Runner,Uncommon,Common,Common,Common,Common,Common,Common,Common,Common,Rare,Common,Spark Suit Edition 01
3282,0x58807d01Ea3020EDf6cC1dF361d8ddbBaf8660E0,Bubblegum Violence,false,,,,,,,,,,,,,,,,,,
3283,0x971b85AFE49Bb495a7577c4D653BD10319649E72,Emerald Hand,true,Medium,Elegance,Wave,Boxing,Elite,Runner,Uncommon,Common,Common,Uncommon,Common,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
3284,0xaf3651F5B2daa7b6f4fcFAf28643b4aFD1756274,Bubblegum Violence,false,,,,,,,,,,,,,,,,,,
3285,0x68C584E06d286bA210ab5B5991718075daD4aa71,Grimbone,true,Heavy,Sunrise,Zero Effort,Heavy Spin,Sun Spots,Master,Rare,Common,Uncommon,Uncommon,Uncommon,Common,Common,Rare,Rare,Common,Common,Spark Suit Edition 01
3286,0x000000000000000000000000000000000000dEaD,Bubblegum Violence,true,Light,Harlequin Tonic,Tri Explosion,Spin,Yuletide Up,Adept,Rare,Common,Common,Uncommon,Common,Common,Common,Common,Common,Rare,Common,Spark Suit Edition 01
3287,0x8847E29c473EEB7D7AE22F36A6Eb5AC4DaD73610,Bubblegum Violence,true,Light,Harlequin Tonic,Tri Explosion,Spin,Lolita Jam,Runner,Common,Common,Common,Rare,Rare,Common,Common,Common,Common,Common,Clan,Spark Suit Edition 01
3288,0xA0CAa7803205026ec08818664c4211aFF7565f56,Bubblegum Violence,true,Heavy,Tumblers Mule,Zero Effort,Heavy Spin,Lolita Jam,Master,Uncommon,Common,Uncommon,Clan,Uncommon,Common,Common,Common,Common,Uncommon,Common,Spark Suit Edition 01
3289,0x513f21d8Ff0fbeDdb4684e4B86ab72b804Fffe04,Grimbone,true,Medium,Dark Side,Skulls,Run,Blue Blaze,GrandMaster,Common,Common,Uncommon,Rare,Common,Common,Common,Common,Common,Uncommon,Clan,Spark Suit Edition 01
3290,0x000000000000000000000000000000000000dEaD,Grimbone,true,Medium,Dark Side,Zero Effort,Boxing,Dusk,Adept,Uncommon,Common,Rare,Uncommon,Uncommon,Common,Common,Clan,Clan,Uncommon,Uncommon,Spark Suit Edition 01
3291,0xBeFf4FcA4D85905Ed8C780e076D406E8a01886A0,Grimbone,true,Medium,Sunrise,Skulls,Run,Dusk,Officer,Common,Common,Uncommon,Rare,Uncommon,Common,Common,Common,Common,Rare,Common,Spark Suit Edition 01
3292,0xD2B64061f9d7bC3391D511ebFfD0BB931978a4bF,Grimbone,true,Heavy,Scorched Earth,Zero Effort,Heavy Spin,Dusk,Runner,Clan,Common,Uncommon,Uncommon,Common,Rare,Rare,Common,Common,Common,Rare,Spark Suit Edition 01
3293,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Heavy,Elite Corps,Armada,Heavy Spin,Elite,Adept,Uncommon,Common,Clan,Common,Common,Clan,Clan,Common,Common,Rare,Common,Spark Suit Edition 01
3294,0x0d38213f35178f4671ddB7012025DEE7e1E3aa6a,Grimbone,true,Heavy,Scorched Earth,Skulls,Heavy Spin,Sun Spots,Runner,Uncommon,Common,Uncommon,Uncommon,Common,Common,Common,Common,Common,Common,Clan,Spark Suit Edition 01
3295,0x000000000000000000000000000000000000dEaD,Bubblegum Violence,true,Light,Tumblers Mule,Zero Effort,Dash,Yuletide Up,Runner,Uncommon,Common,Common,Common,Common,Common,Common,Common,Common,Rare,Uncommon,Spark Suit Edition 01
3296,0x81F721c2c86Ed240D09a5061b4315A0709522e0A,Bubblegum Violence,true,Medium,Harlequin Tonic,Tri Explosion,Boxing,Aquamarine Chill,Officer,Common,Common,Common,Common,Uncommon,Common,Common,Common,Common,Common,Rare,Spark Suit Edition 01
3297,0x513f21d8Ff0fbeDdb4684e4B86ab72b804Fffe04,Grimbone,true,Light,Dark Side,Zero Effort,Dash,Dusk,GrandMaster,Common,Common,Common,Uncommon,Uncommon,Rare,Rare,Common,Common,Common,Uncommon,Spark Suit Edition 01
3298,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Heavy,Elite Corps,Zero Effort,Heavy Spin,Elite,Adept,Clan,Common,Common,Rare,Common,Clan,Clan,Common,Common,Rare,Clan,Spark Suit Edition 01
3299,0x703F384b2236dBA263383AEA44859D70ec008a99,Emerald Hand,true,Light,Elite Corps,Zero Effort,Spin,Aura,Runner,Rare,Rare,Common,Common,Rare,Common,Common,Common,Common,Common,Rare,Spark Suit Edition 01
3300,0x000000000000000000000000000000000000dEaD,Bubblegum Violence,true,Heavy,Mime Burst,Zero Effort,Sumo,Sapphire Star,Runner,Uncommon,Common,Rare,Uncommon,Common,Rare,Rare,Rare,Rare,Rare,Common,Spark Suit Edition 01
3301,0xE00fdC4327b2a91AD7eE78216Bffd8bF5e0Ce203,Grimbone,true,Medium,Scorched Earth,Skulls,Run,Blue Blaze,Officer,Uncommon,Common,Uncommon,Common,Rare,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
3302,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Heavy,Emerald Palace,Wave,Heavy Spin,Elite,Adept,Clan,Common,Uncommon,Clan,Common,Common,Common,Clan,Clan,Common,Common,Spark Suit Edition 01
3303,0xb0D4a61Ab14e6c73DF8EC47c5F2B9C039605bd87,Emerald Hand,true,Light,Emerald Palace,Zero Effort,Dash,Aura,Runner,Common,Common,Common,Common,Uncommon,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
3304,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Medium,Elite Corps,Wave,Boxing,Astral,Runner,Common,Common,Common,Uncommon,Clan,Common,Common,Common,Common,Common,Clan,Spark Suit Edition 01
3305,0xFEeA82c0315b31976c056839E86a6AD84049e006,Emerald Hand,true,Medium,Elegance,Zero Effort,Boxing,Gem Stone,Adept,Uncommon,Common,Common,Uncommon,Uncommon,Common,Common,Common,Common,Uncommon,Common,Spark Suit Edition 01
3306,0xb631bBEfc3E8C052084E0944525f71299cf08F3d,Grimbone,true,Heavy,Sunrise,Skulls,Heavy Spin,Dusk,Adept,Common,Common,Rare,Common,Uncommon,Rare,Rare,Common,Common,Uncommon,Rare,Spark Suit Edition 01
3307,0x816a0cB99577873e470C39e918d39Bde996b7AEe,Emerald Hand,true,Heavy,Elite Corps,Zero Effort,Heavy Spin,Elite,Runner,Uncommon,Common,Uncommon,Rare,Clan,Clan,Clan,Clan,Clan,Rare,Uncommon,Spark Suit Edition 01
3308,0xf15Eb7cd89CAEFF953D0A65f6e7914E98806B5Df,Grimbone,true,Medium,Scorched Earth,Skulls,Run,Blue Blaze,Master,Uncommon,Common,Rare,Common,Common,Common,Common,Common,Common,Uncommon,Uncommon,Spark Suit Edition 01
3309,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Light,Elite Corps,Wave,Spin,Aura,Runner,Uncommon,Common,Common,Common,Rare,Common,Common,Common,Common,Common,Uncommon,Spark Suit Edition 01
3310,0x01c27821fFFA37B76BCA0b93af68F7bb2EdEA8F0,Bubblegum Violence,true,Medium,Harlequin Tonic,Zero Effort,Boxing,Yuletide Up,Adept,Common,Common,Uncommon,Uncommon,Common,Common,Common,Common,Common,Uncommon,Common,Spark Suit Edition 01
3311,0x000000000000000000000000000000000000dEaD,Bubblegum Violence,true,Light,Harlequin Tonic,Lightning Jazz,Dash,Sapphire Star,Runner,Rare,Common,Common,Common,Common,Common,Common,Clan,Clan,Common,Common,Spark Suit Edition 01
3312,0xAbada65cD91034Cc5E4DB6D3c24aC88E96ee46fA,Grimbone,true,Light,Sunrise,Stripes,Dash,Blue Blaze,GrandMaster,Uncommon,Rare,Uncommon,Uncommon,Clan,Common,Common,Common,Common,Rare,Common,Spark Suit Edition 01
3313,0x98E34a75458A3cba6D5BFE6C44741af5cD22EC35,Emerald Hand,true,Heavy,Elite Corps,Armada,Heavy Spin,Astral,Adept,Uncommon,Common,Common,Rare,Common,Common,Common,Common,Common,Uncommon,Uncommon,Spark Suit Edition 01
3314,0x000000000000000000000000000000000000dEaD,Grimbone,true,Heavy,Scorched Earth,Zero Effort,Heavy Spin,Blue Blaze,Runner,Uncommon,Common,Common,Common,Common,Common,Common,Common,Common,Clan,Common,Spark Suit Edition 01
3315,0xb5fc19845AB8956a879B04267Ce79B5EaC4c54e9,Grimbone,true,Medium,Scorched Earth,Zero Effort,Run,Blue Blaze,Officer,Rare,Common,Uncommon,Uncommon,Uncommon,Common,Common,Common,Common,Common,Rare,Spark Suit Edition 01
3316,0x19238dec7D0DD8D7c6D5674daBaC4a8DAD108F70,Grimbone,true,Light,Scorched Earth,Stripes,Dash,Dusk,Runner,Common,Common,Common,Common,Common,Common,Common,Rare,Rare,Common,Clan,Spark Suit Edition 01
3317,0xD797da53F62B2a666391e80f8c273A64Ab1197D7,Grimbone,true,Heavy,Scorched Earth,Stripes,Heavy Spin,Blue Blaze,Runner,Common,Common,Common,Uncommon,Common,Common,Common,Common,Common,Uncommon,Uncommon,Spark Suit Edition 01
3318,0xfe9FD6EB23F01245561cC8D5e11d6A3A38c29E89,Emerald Hand,true,Heavy,Emerald Palace,Zero Effort,Heavy Spin,Gem Stone,Master,Rare,Common,Common,Common,Common,Common,Common,Common,Common,Common,Rare,Spark Suit Edition 01
3319,0x49777A494D5CC956CF53296141808fb4aE0bcFA2,Bubblegum Violence,true,Heavy,Harlequin Tonic,Lightning Jazz,Heavy Spin,Aquamarine Chill,Adept,Common,Common,Rare,Uncommon,Common,Common,Common,Common,Common,Clan,Common,Spark Suit Edition 01
3320,0x0420a1d188412ec6BA5FEaCbe5009d3bc95A4543,Emerald Hand,false,,,,,,,,,,,,,,,,,,
3321,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Heavy,Elite Corps,Wave,Heavy Spin,Astral,Adept,Rare,Common,Uncommon,Uncommon,Uncommon,Common,Common,Clan,Clan,Uncommon,Common,Spark Suit Edition 01
3322,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Heavy,Elegance,Zero Effort,Heavy Spin,Elite,Adept,Common,Clan,Uncommon,Common,Uncommon,Common,Common,Common,Common,Uncommon,Clan,Spark Suit Edition 01
3323,0xC0fC9bfD335CDe161598070812c3d59E26863518,Emerald Hand,true,Heavy,Elite Corps,Armada,Heavy Spin,Elite,Adept,Uncommon,Common,Common,Uncommon,Uncommon,Common,Common,Clan,Clan,Uncommon,Common,Spark Suit Edition 01
3324,0x2618204231836BE88F73C0FdEeaFE5D7AA0f2e8E,Grimbone,true,Heavy,Sunrise,Stripes,Sumo,Blue Blaze,Adept,Common,Common,Common,Common,Rare,Common,Common,Common,Common,Rare,Common,Spark Suit Edition 01
3325,0xA2D6868124f56b1aC9951439862d30e8925B7Cb7,Emerald Hand,true,Heavy,Elite Corps,Wave,Heavy Spin,Elite,Runner,Common,Common,Common,Common,Common,Clan,Clan,Clan,Clan,Uncommon,Common,Spark Suit Edition 01
3326,0x000000000000000000000000000000000000dEaD,Grimbone,true,Medium,Scorched Earth,Skulls,Boxing,Sun Spots,Runner,Common,Common,Uncommon,Rare,Common,Common,Common,Common,Common,Common,Uncommon,Spark Suit Edition 01
3327,0x0d38213f35178f4671ddB7012025DEE7e1E3aa6a,Bubblegum Violence,true,Light,Harlequin Tonic,Lightning Jazz,Dash,Yuletide Up,Adept,Common,Common,Rare,Clan,Rare,Clan,Clan,Common,Common,Common,Rare,Spark Suit Edition 01
3328,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Heavy,Elite Corps,Wave,Heavy Spin,Elite,Runner,Common,Common,Common,Uncommon,Rare,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
3329,0x195cf0c4D0f373F995623bBC2BeB8704515e81ca,Emerald Hand,true,Heavy,Elite Corps,Wave,Heavy Spin,Elite,Runner,Common,Common,Common,Common,Uncommon,Common,Common,Common,Common,Uncommon,Uncommon,Spark Suit Edition 01
3330,0x4bd682796A9e39d0937D6aea4d424CD9AAcE83F8,Grimbone,true,Light,Scorched Earth,Skulls,Spin,Dusk,Adept,Common,Common,Uncommon,Common,Uncommon,Common,Common,Common,Common,Common,Rare,Spark Suit Edition 01
3331,0x6B81ea1D1af42f9eFaA40954643Ee0fe2e4532bf,Bubblegum Violence,true,Light,Mime Burst,Tri Explosion,Dash,Sapphire Star,Master,Uncommon,Common,Rare,Rare,Uncommon,Common,Common,Common,Common,Uncommon,Common,Spark Suit Edition 01
3332,0x000000000000000000000000000000000000dEaD,Bubblegum Violence,true,Light,Harlequin Tonic,Zero Effort,Spin,Ruby Cherry,Adept,Uncommon,Common,Common,Common,Common,Common,Common,Common,Common,Rare,Common,Spark Suit Edition 01
3333,0x680E13c4eC3C6668442DE902188d4E11926b4125,Grimbone,true,Medium,Dark Side,Zero Effort,Run,Dusk,Officer,Rare,Common,Common,Common,Common,Clan,Clan,Clan,Clan,Rare,Common,Spark Suit Edition 01
