Token ID,Owner Address,Attribute role,Attribute luck,Attribute head,Attribute upperbody,Attribute lowerbody,Attribute face,Attribute figure,Attribute skin,Attribute bg,Attribute expression,Attribute skill 1,Attribute skill 2,Attribute power,Attribute token id,Attribute star,Attribute level,Attribute hatch num,Attribute vitality,Attribute free chance,Attribute used hatch num,Attribute mood
527,0x0e663944f7125a2e05f0F8AE6B355a3B84bC0630,Patty,128,Cow Horn Tiara,Viking Armor,Yellow Shorts,,,,Bluish Grey,,,,,,,,,,,,
528,0x9b430A597cEFfb9d20902D0fA4Ad6bb261cA413C,Pop,369,Martin's Antenna,Colorful Top,Colorful Pants,,Upper Eye Lashes,Organic Pop,Bluish Grey,,,,,,,,,,,,
529,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Ashe,298,Bee Tentacles,Red Boxing Gloves,Bee Bottom,Heart Glasses,Arrow Face,Intellectual Ashe,Grey,,,,,,,,,,,,
530,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Bill Duck,324,Parrot Tricorne,Hippie Vest,Hippie Pants,,Tattoo,Pink Bill Duck,Orange,,Increase basic power in value,,400,530,1,18,3/3,52,3/3,,
531,0x2C0806268e088A4FB5b1E4a1A3415D7276207e2D,Claude,658,Wide-mouth Kraken,Tentacle Skirt,Tentacle Feet,Awe-inspiring,Rainbow,Forgiving Claude,Orange,,,,,,,,,,,,
532,0x2C0806268e088A4FB5b1E4a1A3415D7276207e2D,Claude,292,Dreadlocks,Hip Hop Jacket,Blue Shorts,Awe-inspiring,Rainbow,Simplex Claude,Grey,,,,,,,,,,,,
533,0xB6230B73Cfe7d4e0A8213fCA26FE61cA3488Df94,Ashe,333,Bee Tentacles,Bee Top,Bee Bottom,,,Optimistic Ashe,Orange,,,,,,,,,,,,
534,0xB5C4a66473dC00F77f9148E0CC3f56f35Da78c8f,Bill Duck,206,Hippie Helmet,,Hippie Pants,,Tattoo,Pink Bill Duck,Grey,,,,,,,,,,,,
535,0x13035CD189dFfB65c72CA5Ede3B2f8BBAC0b6D00,Pop,342,Martin's Antenna,Colorful Top,Colorful Pants,,Lower Eye Lashes,Sky Pop,Bluish Grey,,,,,,,,,,,,
536,0x37556464D037536a0603FC824073D34E9893c880,Ashe,128,,Fish Bikini,,,Arrow Face,Optimistic Ashe,Blue,,,,,,,,,,,,
537,0x0d6d0d6a819A912659398873a694189Fb689cCF4,Claude,122,Devil's Horn,Belt,,Dali-style beard,Stubble,Excited Claude,Grey,,Increase power in percentage with all cloud characters,,297,537,1,14,2/2,40,,,
538,0xc6de33F747CE9dc5F2B8137532f38405E656F697,Pop,641,Dome with Diamond,Gold Glitter,Treasure Boots,Golden Beard,Upper Eye Lashes,Organic Pop,Bluish Grey,,Increase win rate in Frigid Scene in percentage,Increase basic power in value,636,538,2,30,4/4,78,0/3,,
539,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Bill Duck,104,,Maple Leaf Jacket,Red slippers,,,Ocean Bill Duck,Grey,,Increase Coins earned from Team Mode in percentage,Increase power in percentage for each cloud character in the team,418,539,1,25,2/2,88,3/3,,
540,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Claude,333,Dreadlocks,Hip Hop Jacket,Hip-Hop Sneakers,,Rainbow,,Orange,,Increase win rate in Sweet Scene in percentage,Increase win rate in Horror Scene in percentage,487,540,1,24,3/3,100,3/3,,
541,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Pop,96,,,Treasure Boots,Sleeping Eye Mask,,,Grey,,Increase power in percentage with all dinosaur characters,Increase power in percentage with all fish characters in percentage,394,541,1,20,2/2,88,3/3,,
542,0xF5aA258a309C36D86e7ba53BaD79Bc3fa6192579,Patty,142,,,Viking Boots,Goatee,,,Blue,,,,,,,,,,,,
543,0xF5aA258a309C36D86e7ba53BaD79Bc3fa6192579,Claude,136,,Blue Boxing,,,Rainbow,Forgiving Claude,Orange,,,,,,,,,,,,
544,0xc6de33F747CE9dc5F2B8137532f38405E656F697,Patty,876,Skeleton Kerchief,Pirate Trenchcoat,Leather Boots,Goatee,Facial Design,Gloomy Patty,Blue,,Increase basic power in value,Increase Coins earned from Guardian Scene in percentage,639,544,2,30,5/5,78,0/3,,
545,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Ashe,270,Bee Tentacles,Bee Top,Lantern Fish Tail,,Arrow Face,Intellectual Ashe,Orange,,Increase basic power in value,Increase win rate in Single-player matches in percentage,497,545,1,30,3/3,88,3/3,,
546,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Pop,108,Martin's Antenna,,,,Lower Eye Lashes,Sky Pop,Blue,,Increase Coins earned from Guardian Scene in percentage,Decrease match time in percentage,359,546,1,20,2/2,,3/3,,
547,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Claude,316,Wide-mouth Kraken,Hip Hop Jacket,Hip-Hop Sneakers,Awe-inspiring,,Forgiving Claude,Bluish Grey,,Increase basic power in value,Increase basic power in percentage,491,547,1,22,3/3,100,3/3,,
548,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Pop,345,Martin's Antenna,Colorful Top,Colorful Pants,,,Organic Pop,Bluish Grey,,Increase match revenue in percentage for each dinosaur character in the team,Increase Coins earned from Casual Mode in percentage,595,548,2,30,3/3,78,3/3,,
549,0x58733778cEe608906A982BcC5FaEbb0479D702DD,Bill Duck,148,Quiff,Shell Necklace,,,Heart,Evil Bill Duck,Orange,,Increase match revenue in percentage for each duck character in the team,Increase match revenue in percentage for each dinosaur character in the team,512,549,2,30,2/2,78,,,
550,0x7EB1ae6331CCE220d98985B00fDa7b501EA93BF3,Bill Duck,254,,Hippie Vest,Hippie Pants,Captain's Beard,Tattoo,,Blue,,,,,,,,,,,,
551,0x7EB1ae6331CCE220d98985B00fDa7b501EA93BF3,Ashe,122,Red Boxing Helmet,Bib,,,Arrow Face,,Grey,,,,,,,,,,,,
552,0xF34E13b94257e1932Cb39a05fa35674f66EFFC23,Patty,351,Viking Helmet,Viking Armor,Viking Boots,Cardboard mask,,Gloomy Patty,Bluish Grey,,,,,,,,,,,,
553,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Bill Duck,418,Parrot Tricorne,Captain's Uniform,Exclusive Boots,Rock Shades,Heart,Ocean Bill Duck,Grey,,Increase win rate in Casual Mode in percentage,Increase match revenue in percentage for each dinosaur character in the team,518,553,1,30,5/5,100,3/3,,
554,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Bill Duck,876,Parrot Tricorne,Captain's Uniform,Exclusive Boots,Captain's Beard,Heart,Pink Bill Duck,Bluish Grey,,,,,,,,,,,,
555,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Ashe,150,Lantern Fish Hood,,Red Sneaker,,Shy Face,Optimistic Ashe,Bluish Grey,,Increase match revenue in percentage for each star character in the team,,300,555,1,13,2/2,100,3/3,,
556,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Bill Duck,142,Quiff,,Red slippers,,,Ocean Bill Duck,Blue,,Increase win rate in Guardian Scene in percentage,Increase win rate in Frigid Scene in percentage,495,556,1,20,2/2,,3/3,,
557,0xB9639c77A10b3689B9C642d469870b10566cc77f,Ashe,438,Bee Tentacles,Bee Top,Bee Bottom,Heart Glasses,,Gentle Ashe,Bluish Grey,,,,,,,,,,,,
558,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Ashe,132,Bee Tentacles,,Red Sneaker,,,Intellectual Ashe,Grey,,Increase match revenue in percentage for each duck character in the team,Increase power in percentage for each fish character in the team,573,558,1,30,2/2,40,3/3,,
559,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Ashe,114,,,Red Sneaker,Heart Glasses,Shy Face,Optimistic Ashe,Blue,,Increase win rate in Joyous Scene in percentage,Increase power in percentage for each cloud character in the team,468,559,1,28,1/2,88,3/3,,
560,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Bill Duck,150,,Captain's Uniform,,,,Pink Bill Duck,Blue,,Increase basic power in percentage,Increase win rate in Joyous Scene in percentage,590,560,1,30,2/2,76,3/3,,
561,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Ashe,114,Red Boxing Helmet,,Red Sneaker,,Arrow Face,,Blue,,Increase win rate in Team Mode in percentage,Increase Coins earned from Sweet Scene in percentage,421,561,1,24,2/2,70,3/3,,
562,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Claude,124,,Hip Hop Jacket,,Dali-style beard,Stubble,,Orange,,Increase Coins earned from Sweet Scene in percentage,Increase Coins earned from Guardian Scene in percentage,559,562,1,30,2/2,76,3/3,,
563,0x001Ec98297782a5F98a6134324A8a71Fa0EDa9C1,Bill Duck,136,Antler Straw Hat,Shell Necklace,Hippie Pants,,,Evil Bill Duck,Blue,,Increase power in percentage with all duck characters,Increase win rate in Joyous Scene in percentage,604,563,1,30,2/2,88,0/3,,
564,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Pop,244,Martin's Antenna,Colorful Top,Striped Pants,Sleeping Eye Mask,Lower Eye Lashes,,Orange,,Increase power in percentage with all dinosaur characters,Increase power in percentage with all cloud characters,430,564,1,30,3/3,52,3/3,,
565,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Claude,641,Wide-mouth Kraken,Tentacle Skirt,Tentacle Feet,Awe-inspiring,Rainbow,Forgiving Claude,Bluish Grey,,Increase match revenue in percentage for each fish character in the team,Increase power in percentage for each cloud character in the team,630,565,2,30,4/4,64,3/3,,
566,0x4371D6fa231d8725578a8D2a94a7673EfEA2697b,Claude,130,Dreadlocks,,Blue Sneaker,,Stubble,Excited Claude,Grey,,,,,,,,,,,,
567,0x1EdDd8aEcB35115Ac0E4F3940fB18720b2d3E9cF,Bill Duck,240,Hippie Helmet,Shell Necklace,Hippie Pants,Captain's Beard,,,Grey,,,,,,,,,,,,
568,0x9709a59b7075f9fe38Ed232F067Cdac33CA2193C,Claude,384,Dreadlocks,Hip Hop Jacket,Hip-Hop Sneakers,,Stubble,Forgiving Claude,Orange,,,,,,,,,,,,
569,0x31C0844C8e56eabBa4599A455cD9f0bde80ec5d8,Ashe,54,Flower,,,,Shy Face,,Blue,,,,,,,,,,,,
570,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Claude,102,,Blue Boxing,,,Rainbow,,Orange,,Increase Coins earned from Story Mode in percentage,Increase Coins earned from Joyous Scene in percentage,643,570,2,30,2/2,100,3/3,,
571,0x381B0a36E73D9e250Fd7CC635c43dA9Fd77f1111,Bill Duck,256,Hippie Helmet,Shell Necklace,Hippie Pants,Captain's Beard,Heart,,Grey,,,,,,,,,,,,
572,0x79A66E9CCC4dfA0d06F3fe0C1acd398D7B087A78,Bill Duck,264,Quiff,Hippie Vest,Hippie Pants,Rock Shades,Heart,,Blue,,,,,,,,,,,,
573,0x79A66E9CCC4dfA0d06F3fe0C1acd398D7B087A78,Claude,316,Dreadlocks,Tentacle Skirt,Hip-Hop Sneakers,Awe-inspiring,,Forgiving Claude,Blue,,,,,,,,,,,,
574,0xc6de33F747CE9dc5F2B8137532f38405E656F697,Bill Duck,441,Hippie Helmet,Hippie Vest,Hippie Pants,Captain's Beard,Heart,,Grey,,Increase win rate in Horror Scene in percentage,Increase win rate in all scenes in percentage,613,574,2,30,3/3,78,0/3,,
575,0x8EC1518C5A26f8275EE7737045A8eb21E9415e26,Patty,130,,,Yellow Slipper,Cardboard mask,Facial Design,Lava Patty,Orange,,Increase power in percentage with all star characters in percentage,Increase power in percentage with all star characters in percentage,547,575,1,29,2/2,64,0/3,,
576,0xB4d9A3560E98842f127ED6A92F408EF0A37aA047,Pop,150,Nightcap,,Colorful Pants,,Upper Eye Lashes,Desert Pop,Bluish Grey,,,,189,576,1,1,2/2,100,3/3,,
577,0x9bd104AE1b89268571456d6675818D0c968733DD,Ashe,318,Flower,Fish Bikini,Lantern Fish Tail,Flower Hairpin,Shy Face,Intellectual Ashe,Orange,,Increase power in percentage for each star character in the team,Increase win rate in Ancient Scene in percentage,690,577,2,30,4/4,78,0/3,,
578,0xd367CAa72C8D0746a3385d86fE85E89BD5c33A5c,Claude,498,Dreadlocks,Hip Hop Jacket,Hip-Hop Sneakers,Awe-inspiring,Rainbow,Simplex Claude,Orange,,Increase win rate in Guardian Scene in percentage,Increase power in percentage for each star character in the team,588,578,1,30,3/3,76,3/3,,
579,0xacd506CD8D662ecE532363c7400B13fBdad5eFa1,Patty,68,Grass,Star Backpack,,,,,Grey,,,,,,,,,,,,
580,0x8Eb335e654cd40D69515fF253617ebd188C7E559,Pop,110,Nightcap,,,Sleeping Eye Mask,Upper Eye Lashes,Organic Pop,Grey,,,,,,,,,,,,
581,0x878C698e4bF3940B7432A2A2782a95C243790aDc,Claude,114,Devil's Horn,,Blue Sneaker,Dali-style beard,Rainbow,Excited Claude,Grey,,,,,,,,,,,,
582,0x37556464D037536a0603FC824073D34E9893c880,Claude,148,Dreadlocks,,Blue Sneaker,,Rainbow,Forgiving Claude,Grey,,,,,,,,,,,,
583,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Bill Duck,246,Antler Straw Hat,Hippie Vest,Hippie Pants,,Tattoo,Pink Bill Duck,Orange,,Increase Coins earned from Ancient Scene in percentage,Increase Coins earned from Horror Scene in percentage,419,583,1,21,3/3,88,3/3,,
584,0x9b430A597cEFfb9d20902D0fA4Ad6bb261cA413C,Patty,134,,,Leather Boots,,,Noble Patty,Blue,,,,,,,,,,,,
585,0xa160927970a8F3785F626C03e1D88e37B637Bb34,Patty,98,Cow Horn Tiara,,Yellow Slipper,Cardboard mask,Lightning,,Bluish Grey,,,,264,585,1,1,2,,,,82
586,0x001Ec98297782a5F98a6134324A8a71Fa0EDa9C1,Pop,134,Nightcap,Shell Necklace,Treasure Boots,,,,Grey,,Increase win rate in Team Mode in percentage,Increase match revenue in percentage for each dinosaur character in the team,476,586,1,22,2/2,100,0/3,,
587,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Claude,318,Dreadlocks,Hip Hop Jacket,Hip-Hop Sneakers,,Rainbow,,Bluish Grey,,Increase win rate in Knock-out Mode in percentage,Increase win rate in Story Mode in percentage,490,587,1,29,3/3,100,,,
588,0x001Ec98297782a5F98a6134324A8a71Fa0EDa9C1,Bill Duck,270,Hippie Helmet,Hippie Vest,,Captain's Beard,Tattoo,,Blue,,Increase Coins earned from Joyous Scene in percentage,Increase basic power in percentage,498,588,1,22,3/3,100,0/3,,
589,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Bill Duck,441,Hippie Helmet,Hippie Vest,Hippie Pants,Captain's Beard,Heart,,Blue,,Decrease Coins used for upgrading in percentage,Increase Coins earned from Casual Mode in percentage,471,589,1,21,3/3,76,3/3,,
590,0xF46C6f26a1B8164803A09Fc664D118161053F623,Ashe,110,Flower,,Red Sneaker,,Shy Face,Intellectual Ashe,Grey,,,,,,,,,,,,
591,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Pop,581,Dome with Diamond,Gold Glitter,Treasure Boots,Golden Beard,Upper Eye Lashes,,Bluish Grey,,Increase win rate in Story Mode in percentage,Increase Coins earned from Horror Scene in percentage,536,591,2,29,4/4,44,3/3,,
592,0x0A48fE4A3863A063e1d3792AAC588c577A5fcB0F,Patty,344,Skeleton Kerchief,Viking Armor,Viking Boots,Goatee,Lightning,,Orange,,,,,,,,,,,,
593,0x3ef000Bae3e8105be55F76FDa784fD7d69CFf30e,Patty,138,Grass,Carton,Yellow Slipper,Cardboard mask,,Gloomy Patty,Orange,,,,,,,,,,,,
594,0x878C698e4bF3940B7432A2A2782a95C243790aDc,Ashe,106,Flower,Bib,Red Shorts,,Arrow Face,,Blue,,,,,,,,,,,,
595,0xfC6EcEc7999c081a969B2b07BDEA19Cfb52160e0,Pop,122,Nightcap,,Striped Pants,,Upper Eye Lashes,Sky Pop,Blue,,,,,,,,,,,,
596,0xC0fC9bfD335CDe161598070812c3d59E26863518,Patty,42,,,,,,Lava Patty,Grey,,Increase power in percentage with all dinosaur characters,,348,596,1,13,2/2,52,3/3,,
597,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Bill Duck,357,Hippie Helmet,Hippie Vest,Hippie Pants,,Heart,Evil Bill Duck,Orange,,Increase win rate in Knock-out Mode in percentage,Increase match revenue in percentage for each fish character in the team,497,597,1,22,3/3,88,3/3,,
598,0x4C066b9a30D02d46E37474b82B2ac43D81EC7BaD,Bill Duck,242,Hippie Helmet,,Hippie Pants,Captain's Beard,Heart,Evil Bill Duck,Bluish Grey,,,,,,,,,,,,
599,0x141E3426b99cfA816Db591AC510E0839Fb293479,Claude,260,Wide-mouth Kraken,Hip Hop Jacket,Hip-Hop Sneakers,,,Simplex Claude,Grey,,Increase win rate in Joyous Scene in percentage,Increase win rate in Horror Scene in percentage,542,599,1,29,3/3,100,,,
600,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Claude,248,Dreadlocks,Hip Hop Jacket,Tentacle Feet,Dali-style beard,Stubble,,Bluish Grey,,Increase win rate in Single-player matches in percentage,Increase Coins earned from Story Mode in percentage,505,600,1,20,3/3,88,3/3,,
601,0x0ca34B96F8c33fF40dCB463a6e976697B6ff7010,Pop,150,Nightcap,Shell Necklace,Treasure Boots,,,Sky Pop,Grey,,,,,,,,,,,,
602,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Ashe,236,Flower,Bee Top,Bee Bottom,Heart Glasses,Shy Face,,Orange,,,,,,,,,,,,
603,0x8a06903399500A5AcE9EB93D9ceF0d9f2D9d98F5,Pop,142,,,Striped Pants,Golden Beard,Lower Eye Lashes,,Blue,,,,,,,,,,,,
604,0x2428e76A98e6fC9A96B589F602e36C463abF7303,Patty,96,,,Yellow Shorts,Cardboard mask,Facial Design,,Orange,,,,,,,,,,,,
605,0x37556464D037536a0603FC824073D34E9893c880,Patty,345,Viking Helmet,Viking Armor,Viking Boots,,Facial Design,,Blue,,,,,,,,,,,,
606,0xc6de33F747CE9dc5F2B8137532f38405E656F697,Patty,294,Viking Helmet,Viking Armor,Viking Boots,,,,Blue,,Increase win rate in Joyous Scene in percentage,,323,606,1,16,3/3,64,0/3,,
607,0x505f96dAa430bC6e867e8c02aD2d9818C1A1bCbc,Pop,375,Martin's Antenna,Colorful Top,Colorful Pants,Sleeping Eye Mask,Lower Eye Lashes,Sky Pop,Blue,,Increase power in percentage with all duck characters,Increase Coins earned from Team Mode in percentage,521,607,1,23,3/3,52,3/3,,
608,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Patty,369,Viking Helmet,Viking Armor,Viking Boots,,Facial Design,Gloomy Patty,Blue,,,,,,,,,,,,
609,0xFa5851723bBfE516015809D91d56b16511162E45,Patty,912,Skeleton Kerchief,Pirate Trenchcoat,Leather Boots,Goatee,Facial Design,Lava Patty,Bluish Grey,,Increase power in percentage for each duck character in the team,,462,609,1,18,5/5,76,,,
610,0xc6de33F747CE9dc5F2B8137532f38405E656F697,Bill Duck,142,Hippie Helmet,,Purple Pnats,,Tattoo,,Grey,,Increase match revenue in percentage for each duck character in the team,,314,610,1,11,2/2,88,0/3,,
611,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Claude,282,Dreadlocks,Hip Hop Jacket,Blue Sneaker,Awe-inspiring,Stubble,Forgiving Claude,Grey,,Increase Coins earned from Story Mode in percentage,Increase power in percentage for each fish character in the team,508,611,1,21,3/3,88,3/3,,
612,0xDb1e5634fca44EcD4d1c459E1eEf9E162Bfa11B0,Claude,344,Wide-mouth Kraken,Tentacle Skirt,Hip-Hop Sneakers,Awe-inspiring,Stubble,Excited Claude,Orange,,,,,,,,,,,,
613,0x551aA2357420Eac4beEde788DAd7Ec6E73Ac71ad,Pop,581,Dome with Diamond,Gold Glitter,Treasure Boots,Golden Beard,Upper Eye Lashes,,Blue,,,,,,,,,,,,
614,0xF91A999C107996803bD0F784668Dd876ed97aC34,Patty,94,,Star Backpack,,Cardboard mask,,Lava Patty,Bluish Grey,,,,,,,,,,,,
615,0xFa5851723bBfE516015809D91d56b16511162E45,Ashe,332,Lantern Fish Hood,Fish Bikini,Red Sneaker,Flower Hairpin,Arrow Face,Gentle Ashe,Grey,,Increase win rate in Sweet Scene in percentage,Increase power in percentage with all duck characters,546,615,1,27,4/4,16,,,
616,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Pop,152,,Shell Necklace,Purple Slipper,Sleeping Eye Mask,Upper Eye Lashes,Desert Pop,Orange,,Increase power in percentage for each fish character in the team,Increase win rate in Ancient Scene in percentage,529,616,1,30,2/2,34,3/3,,
617,0xca0Ca563a47B9041429E002f10f03F2eE04Ab64F,Claude,444,Dreadlocks,Hip Hop Jacket,Hip-Hop Sneakers,Awe-inspiring,,Forgiving Claude,Blue,,Increase Coins earned from Ancient Scene in percentage,,338,617,1,19,3/3,100,,,
618,0x230210ef0061447460381b4a8eD28Fb2877aA444,Claude,282,Dreadlocks,Tentacle Skirt,Hip-Hop Sneakers,Dali-style beard,,Simplex Claude,Grey,,,,,,,,,,,,
619,0x230210ef0061447460381b4a8eD28Fb2877aA444,Bill Duck,360,Hippie Helmet,Hippie Vest,Hippie Pants,,Tattoo,,Bluish Grey,,,,,,,,,,,,
620,0xd367CAa72C8D0746a3385d86fE85E89BD5c33A5c,Patty,290,Cow Horn Tiara,Viking Armor,Viking Boots,Goatee,Lightning,Lava Patty,Bluish Grey,,Increase win rate in Frigid Scene in percentage,Increase win rate in Single-player matches in percentage,460,620,1,21,3/3,76,3/3,,
621,0x152A4FAf19489571b091fA1f35b0E5BE7D4C4B64,Patty,298,Viking Helmet,Viking Armor,Leather Boots,Cardboard mask,Lightning,Lava Patty,Blue,,,,,,,,,,,,
622,0x37556464D037536a0603FC824073D34E9893c880,Pop,266,Martin's Antenna,Colorful Top,Treasure Boots,Sleeping Eye Mask,,Organic Pop,Bluish Grey,,,,,,,,,,,,
623,0xF9574026E2Fcd0Ae3ee283FdaA67D3a219ef5491,Claude,86,Devil's Horn,,Blue Sneaker,,Rainbow,,Orange,,Increase power in percentage with all duck characters,Increase power in percentage for each fish character in the team,349,623,1,23,2/2,52,3/3,,
624,0xe02565b890848bDd9acF0Dfc4Aa44055aEEa49b6,Claude,342,Wide-mouth Kraken,Hip Hop Jacket,Hip-Hop Sneakers,Awe-inspiring,Rainbow,Simplex Claude,Bluish Grey,,Increase win rate in Single-player matches in percentage,Increase win rate in Joyous Scene in percentage,461,624,1,20,3/3,88,,,
625,0xd367CAa72C8D0746a3385d86fE85E89BD5c33A5c,Bill Duck,142,Antler Straw Hat,Shell Necklace,Red slippers,Rock Shades,,,Grey,,Decrease Coins used for upgrading in percentage,,271,625,1,14,2/2,76,3/3,,
626,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Ashe,459,Bee Tentacles,Bee Top,Bee Bottom,Flower Hairpin,,Intellectual Ashe,Orange,,,,,,,,,,,,
627,0x230210ef0061447460381b4a8eD28Fb2877aA444,Bill Duck,226,Hippie Helmet,,Hippie Pants,Captain's Beard,,Evil Bill Duck,Bluish Grey,,,,,,,,,,,,
628,0x66bB7CB075EB666Fd3767e11D91cb28c24760aaB,Ashe,100,,,Lantern Fish Tail,,Arrow Face,,Orange,,,,,,,,,,,,
629,0xa998f315306c18fBD301d0f21a0C28780C6ADc7f,Ashe,296,Bee Tentacles,Red Boxing Gloves,Bee Bottom,Flower Hairpin,,Intellectual Ashe,Blue,,Increase win rate in Joyous Scene in percentage,Increase power in percentage if only one kind of character is in use,463,629,1,23,3/3,76,3/3,,
630,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Bill Duck,144,Hippie Helmet,,Hippie Pants,,Heart,,Grey,,Increase win rate in Team Mode in percentage,Increase Coins earned from Joyous Scene in percentage,490,630,1,23,2/2,58,3/3,,
631,0x9709a59b7075f9fe38Ed232F067Cdac33CA2193C,Bill Duck,322,Parrot Tricorne,Hippie Vest,Hippie Pants,Rock Shades,,Pink Bill Duck,Blue,,,,,,,,,,,,
632,0x78f19ecA05C534cE9d52be4D7B1E474Aea39f828,Ashe,148,Lantern Fish Hood,Bib,Red Sneaker,,,,Bluish Grey,,,,,,,,,,,,
633,0x4bc1bbD182381A5A781e5994F048a3613b3975c6,Patty,519,Viking Helmet,Viking Armor,Viking Boots,Goatee,Facial Design,Lava Patty,Grey,,,,,,,,,,,,
634,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Patty,278,Viking Helmet,,Viking Boots,Goatee,Facial Design,Lava Patty,Blue,,Increase win rate in Guardian Scene in percentage,Increase win rate in Frigid Scene in percentage,416,634,1,23,3/3,,3/3,,
635,0x6a1f04c5735D21acAe038692e815809DDEE4Caa1,Patty,388,Grass,Pirate Trenchcoat,Leather Boots,Goatee,Facial Design,Noble Patty,Blue,,,,,,,,,,,,
636,0xaE245cAb725cebB2CcFEb996718e63c7b98E5d1B,Pop,372,Dome with Diamond,Gold Glitter,Colorful Pants,Golden Beard,Upper Eye Lashes,Desert Pop,Orange,,Increase Coins earned from Guardian Scene in percentage,Increase power in percentage if all characters in the team are different,522,636,1,24,4/4,88,3/3,,
637,0xaE245cAb725cebB2CcFEb996718e63c7b98E5d1B,Patty,411,Viking Helmet,Viking Armor,Viking Boots,,Facial Design,Lava Patty,Orange,,Increase win rate in Joyous Scene in percentage,Increase win rate in Team Mode in percentage,600,637,1,30,3/3,76,3/3,,
638,0x855864d9884330079cB3906DEcf072483cC075b0,Ashe,396,Bee Tentacles,Bee Top,Bee Bottom,Heart Glasses,,Optimistic Ashe,Grey,,,,176,638,1,1,3/3,100,3/3,,
639,0xc6de33F747CE9dc5F2B8137532f38405E656F697,Ashe,132,Bee Tentacles,,Red Shorts,,,Intellectual Ashe,Blue,,Increase experience value at the end of the match in percentage,,410,639,1,15,2/2,64,0/3,,
