Token ID,Owner Address,Attribute collection,Attribute clan,Attribute tier,Attribute color theme,Attribute emissive theme,Attribute animation,Attribute vfx color,Attribute vfx type,Attribute head,Attribute neck,Attribute body,Attribute tail,Attribute wings,Attribute arms,Attribute legs,Attribute revealed
2309,0x54a6Fb1f2608444e268272a42Db7f72455c43800,Spirit Guardian Edition 01,Emerald Hand,Runner,Elite Corps,Aura,Dog Play,Scared Forest,Try Soul,Common,Uncommon,Common,Common,Common,Common,Common,true
2310,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Runner,Scorched Earth,Blue Blaze,Dog Play,Crimson,Zero Soul,Common,Uncommon,Uncommon,Epic,Common,Uncommon,Rare,true
2311,0x88c70426114BAd532aE7549E10574Ea32420C776,Spirit Guardian Edition 01,Emerald Hand,Grand Master,Elite Corps,Astral,Dog Play,Sky Rise,Zero Soul,Epic,Common,Epic,Uncommon,Rare,Common,Rare,true
2312,0x124FEE9211F1feaee60B8dD1C1D2706e7C189641,Spirit Guardian Edition 01,Grimbone,Runner,Scorched Earth,Sun Spots,Dog Play,Dusk,Self Aura,Common,Common,Common,Rare,Common,Common,Rare,true
2313,0xb0D4a61Ab14e6c73DF8EC47c5F2B9C039605bd87,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
2314,0x184d293319ba7D6bd76d3B3adb4223456917d0D5,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
2315,0x9BB568C29bE8bba5B4ACf9684c7EE6e9532e0581,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
2316,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Adept,Elite Corps,Gem Stone,Dog Play,Emerald,Zero Soul,Uncommon,Common,Uncommon,Epic,Common,Common,Uncommon,true
2317,0x97035e8847B58568ce6A18E7e0C0Ac68fafa6138,Spirit Guardian Edition 01,Emerald Hand,Adept,Emerald Palace,Aura,Dog Play,Lite Burst,Try Soul,Uncommon,Epic,Rare,Common,Uncommon,Common,Common,true
2318,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Adept,Harlequin Tonic,Yultide Up,Dog Play,Lite Lime,Zero Soul,Rare,Common,Epic,Common,Common,Common,Epic,true
2319,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
2320,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Adept,Scorched Earth,Faded,Dragon Roar,Dirty Yellow,Zero Soul,Epic,Common,Common,Rare,Common,Rare,Common,true
2321,0xF618E8802e67214643495c54d6e3E401a600D2a1,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
2322,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
2323,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Adept,Elite Corps,Gem Stone,Dragon Roar,Solar,Self Aura,Common,Common,Common,Epic,Clan,Common,Common,true
2324,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
2325,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
2326,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Adept,Harlequin Tonic,Ruby Cherry,Dog Play,Burst Orange,Zero Soul,Common,Common,Common,Uncommon,Common,Common,Rare,true
2327,0x778A8452441dD05B42005929CB94038a533d75AD,Spirit Guardian Edition 01,Grimbone,Grand Master,Scorched Earth,Dusk,Dog Play,Noon Sun,Try Soul,Rare,Uncommon,Uncommon,Rare,Uncommon,Common,Rare,true
2328,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Runner,Elegance,Elite,Dog Play,Solar,Try Soul,Common,Common,Common,Uncommon,Common,Uncommon,Rare,true
2329,0x80e22B3af460C83b12bdB0d00dBe41CcB2ef8125,Spirit Guardian Edition 01,Emerald Hand,Officer,Elite Corps,Gem Stone,Dog Play,Sky Rise,Zero Soul,Clan,Common,Epic,Common,Rare,Rare,Common,true
2330,0x6498e5AABB56b23E2294e48423414789415f219d,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
2331,0xc5Cb4fCb35A7839fdD4B2571E8E67e50BD104132,Spirit Guardian Edition 01,Grimbone,Adept,Scorched Earth,Dusk,Dog Play,Noon Sun,Zero Soul,Common,Common,Common,Common,Common,Rare,Uncommon,true
2332,0x59b972c032C61A8FD48061a3c501ebbD0e994d4B,Spirit Guardian Edition 01,Grimbone,Runner,Sun Rise,Faded,Dog Play,Magic Hour,Zero Soul,Uncommon,Common,Uncommon,Common,Common,Common,Common,true
2333,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Runner,Elegance,Aura,Dog Play,Soul Yellow,Self Aura,Common,Common,Common,Common,Rare,Rare,Uncommon,true
2334,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Mime Burst,Ruby Cherry,Dog Play,Sky View,Zero Soul,Common,Common,Common,Uncommon,Epic,Epic,Common,true
2335,0x13997279D1Dd79E9A50941C3DF85F8D515843ACD,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
2336,0x042b61f44b41576d19020FEAa74DA25324F246cE,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
2337,0xad7cD697AFa10F660054DcfD4F671bF2cADa41f2,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
2338,0xc557bb4c6733dE4450e784398cC93Af9Dd8C1d22,Spirit Guardian Edition 01,Grimbone,Grand Master,Sun Rise,Dusk,Dog Play,Dusk,Self Aura,Epic,Common,Common,Rare,Uncommon,Common,Rare,true
2339,0x368293601391dEfC9fBd7c21887FE9ce8164faF4,Spirit Guardian Edition 01,Emerald Hand,Runner,Emerald Palace,Elite,Dragon Roar,Emerald,Self Aura,Common,Common,Common,Common,Rare,Common,Rare,true
2340,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Adept,Tumblers Mule,Lolita Jam,Dragon Roar,Mint Teal,Try Soul,Common,Common,Common,Common,Common,Uncommon,Common,true
2341,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
2342,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Adept,Scorched Earth,Sun Spots,Dog Play,Magic Hour,Zero Soul,Rare,Common,Uncommon,Uncommon,Uncommon,Uncommon,Common,true
2343,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
2344,0xaf18d2fa07Db8344372b5E3Fe09f04b7E18BECaD,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
2345,0x8dcf218A37BBc6F1750Adb4518aB8C60a74fc6E1,Spirit Guardian Edition 01,Bubblegum Violence,Adept,Tumblers Mule,Saphire Star,Dragon Roar,Lite Lime,Try Soul,Rare,Common,Common,Uncommon,Uncommon,Common,Rare,true
2346,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Runner,Scorched Earth,Blue Blaze,Dog Play,Dusk,Self Aura,Common,Rare,Uncommon,Common,Rare,Common,Common,true
2347,0x9939bAaC839D983Ff4cc4Cd586d459B492563c61,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
2348,0xAEe8Db69E292286871F29C0BeEcFB7d86b771d58,Spirit Guardian Edition 01,Emerald Hand,Officer,Elite Corps,Elite,Dog Play,Royal Gem,Try Soul,Uncommon,Epic,Epic,Rare,Uncommon,Epic,Common,true
2349,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Runner,Scorched Earth,Dusk,Dog Play,Dusk,Try Soul,Clan,Uncommon,Rare,Common,Common,Rare,Common,true
2350,0xD29BE4885E53BB300a2fdcC6B4793AEb3ef90da2,Spirit Guardian Edition 01,Grimbone,Master,Scorched Earth,Sun Spots,Dragon Roar,Dirty Yellow,Zero Soul,Rare,Uncommon,Uncommon,Uncommon,Uncommon,Common,Rare,true
2351,0x78D40E90A1d6717f0Bec0cb2B5644698B84d784E,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Mime Burst,Aquamarine Chill,Dog Play,Dull Blue,Zero Soul,Uncommon,Uncommon,Rare,Uncommon,Common,Common,Clan,true
2352,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Runner,Elite Corps,Elite,Dog Play,Royal Gem,Zero Soul,Uncommon,Common,Rare,Common,Uncommon,Rare,Common,true
2353,0xe84c1b12a7B0E60e18F2730B26Bd4B39Ea0ac2A7,Spirit Guardian Edition 01,Grimbone,Runner,Scorched Earth,Dusk,Dog Play,Dirty Yellow,Zero Soul,Common,Common,Common,Epic,Common,Epic,Rare,true
2354,0x455d9B5042C8195A2eC77E8DC27d99C5A88B6319,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Harlequin Tonic,Yultide Up,Dog Play,Dull Blue,Zero Soul,Common,Uncommon,Common,Common,Rare,Common,Rare,true
2355,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
2356,0x96AE43ca28E7232DE83e3cF812a60fcC497537A1,Spirit Guardian Edition 01,Bubblegum Violence,Master,Harlequin Tonic,Ruby Cherry,Dog Play,Sky View,Zero Soul,Epic,Rare,Epic,Common,Uncommon,Common,Rare,true
2357,0x9d26b2312a48ce4c01E7F3EE46bf32928b7f4c97,Spirit Guardian Edition 01,Emerald Hand,Master,Elite Corps,Aura,Dragon Roar,Sky Rise,Zero Soul,Common,Common,Common,Common,Common,Rare,Epic,true
2358,0x90481F2Bc323eC458c7639AFd1d17Eaa537EA7fa,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
2359,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Adept,Dark Side,Hot Orange,Dragon Roar,Dusk,Try Soul,Uncommon,Rare,Uncommon,Uncommon,Rare,Rare,Epic,true
2360,0xF27eDAC222f97F22D4F4499b83F9CCABdA93250d,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Mime Burst,Lolita Jam,Dog Play,Dull Blue,Zero Soul,Common,Common,Common,Common,Common,Uncommon,Uncommon,true
2361,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
2362,0xbC3f4514c0B904B0c1Df04f12CC916d223e1Dbc7,Spirit Guardian Edition 01,Grimbone,Officer,Scorched Earth,Hot Orange,Dog Play,Aura Green,Try Soul,Common,Uncommon,Epic,Uncommon,Clan,Common,Rare,true
2363,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Tumblers Mule,Lolita Jam,Dragon Roar,Burst Orange,Zero Soul,Uncommon,Epic,Common,Rare,Clan,Common,Common,true
2364,0xC2205ab5e31ee1c0a159b7159581912621F7C08F,Spirit Guardian Edition 01,Emerald Hand,Adept,Elite Corps,Aura,Dog Play,Soul Yellow,Self Aura,Rare,Common,Common,Common,Uncommon,Common,Common,true
2365,0x7DbaC4FB9367749a5981CA1158baDAD52F7E1A58,Spirit Guardian Edition 01,Grimbone,Runner,Scorched Earth,Blue Blaze,Dragon Roar,Aura Green,Self Aura,Common,Epic,Uncommon,Clan,Epic,Common,Clan,true
2366,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Adept,Elite Corps,Astral,Dog Play,Sky Rise,Self Aura,Common,Common,Common,Uncommon,Epic,Epic,Rare,true
2367,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
2368,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
2369,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Adept,Emerald Palace,Aura,Dog Play,Sky Rise,Try Soul,Common,Epic,Common,Common,Common,Uncommon,Common,true
2370,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
2371,0x5fDdaA45737A7a3cDd125Af3880e39697C93356c,Spirit Guardian Edition 01,Grimbone,Grand Master,Sun Rise,Blue Blaze,Dog Play,Dusty Orange,Zero Soul,Uncommon,Common,Uncommon,Common,Common,Uncommon,Rare,true
2372,0x2E8C2ee03890d9b48F5161d4eCC16163F38d3372,Spirit Guardian Edition 01,Bubblegum Violence,Officer,Tumblers Mule,Lolita Jam,Dragon Roar,Sun Up,Self Aura,Common,Common,Common,Uncommon,Common,Uncommon,Rare,true
2373,0x761dFa09188424D1Ea67073595aD74A276F7efF3,Spirit Guardian Edition 01,Emerald Hand,Grand Master,Elite Corps,Elite,Dog Play,Scared Forest,Try Soul,Common,Common,Clan,Uncommon,Common,Rare,Uncommon,true
2374,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Runner,Scorched Earth,Blue Blaze,Dog Play,Dusk,Zero Soul,Common,Common,Rare,Common,Common,Rare,Common,true
2375,0xe2A1ab5b6837fA0eDbEA094f4D4DBB504C9E6deE,Spirit Guardian Edition 01,Emerald Hand,Runner,Emerald Palace,Aura,Dog Play,Sky Rise,Self Aura,Uncommon,Common,Rare,Clan,Common,Epic,Rare,true
2376,0x305DF4C07a76C7EaD838a933Aa7606Fb3d4F9d10,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
2377,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Runner,Emerald Palace,Elite,Dog Play,Soul Yellow,Try Soul,Uncommon,Uncommon,Common,Common,Common,Common,Rare,true
2378,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
2379,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Adept,Harlequin Tonic,Yultide Up,Dog Play,Burst Orange,Zero Soul,Uncommon,Uncommon,Epic,Rare,Uncommon,Rare,Common,true
2380,0x0AB201fDf656b007F1096C89D41e4d7E697b6098,Spirit Guardian Edition 01,Grimbone,Runner,Scorched Earth,Blue Blaze,Dog Play,Magic Hour,Zero Soul,Uncommon,Epic,Rare,Common,Common,Common,Common,true
2381,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
2382,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
2383,0x97169839c817DD38382B497D1552a7e61b33D995,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Harlequin Tonic,Lolita Jam,Dog Play,Burst Orange,Zero Soul,Common,Common,Common,Rare,Uncommon,Common,Uncommon,true
2384,0xc0eB6e7879e5Bea36C6e17e8798f3aA1Fcb00275,Spirit Guardian Edition 01,Emerald Hand,Master,Elegance,Aura,Dog Play,Royal Gem,Zero Soul,Common,Common,Common,Common,Clan,Uncommon,Common,true
2385,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
2386,0x78442549AF860a37d437678a0bD5555a9406fA6C,Spirit Guardian Edition 01,Bubblegum Violence,Officer,Tumblers Mule,Yultide Up,Dog Play,Mint Teal,Try Soul,Common,Common,Common,Common,Common,Rare,Common,true
2387,0xA9788E0206D59c80AE750b6D2624d75065022C1A,Spirit Guardian Edition 01,Emerald Hand,Runner,Elegance,Prism,Dog Play,Lite Burst,Self Aura,Uncommon,Common,Uncommon,Uncommon,Rare,Uncommon,Uncommon,true
2388,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
2389,0x23E7DAe8d131e33DA592decAdD2c8Ff1B634661e,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
2390,0xF618E8802e67214643495c54d6e3E401a600D2a1,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
2391,0xb918C94052E4983BD690D9403b2111B68b6c7dfB,Spirit Guardian Edition 01,Grimbone,Runner,Sun Rise,Dusk,Dog Play,Crimson,Zero Soul,Rare,Common,Clan,Common,Uncommon,Uncommon,Common,true
2392,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
2393,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Adept,Harlequin Tonic,Lolita Jam,Dragon Roar,Sun Up,Try Soul,Common,Common,Rare,Common,Uncommon,Common,Common,true
2394,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
2395,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Adept,Sun Rise,Hot Orange,Dog Play,Dusty Orange,Self Aura,Uncommon,Uncommon,Common,Uncommon,Common,Uncommon,Common,true
2396,0x49123A65A643564778Cb45CA8bb781629a1B9FFB,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
2397,0xA4ec0A97506a7D73A74948Efd38e7443A8742731,Spirit Guardian Edition 01,Bubblegum Violence,Adept,Harlequin Tonic,Aquamarine Chill,Dog Play,Sky View,Zero Soul,Epic,Common,Rare,Clan,Epic,Epic,Uncommon,true
2398,0x496eBE3d5104967a778e68b18439dE86ab673Fd9,Spirit Guardian Edition 01,Grimbone,Adept,Sun Rise,Dusk,Dog Play,Dusk,Zero Soul,Uncommon,Common,Rare,Uncommon,Common,Uncommon,Uncommon,true
2399,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
2400,0xe30FFe5178e1e471Aa137F12304883FD28B4d196,Spirit Guardian Edition 01,Emerald Hand,Adept,Emerald Palace,Aura,Dog Play,Soul Yellow,Zero Soul,Common,Uncommon,Epic,Common,Common,Epic,Common,true
2401,0xCE7F3d8B11bE4E54FA02072BD1B7531CfFF35b9f,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
2402,0xD3E7682CfBC8C1e3AdF3f115eB6A824E998c1919,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
2403,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Adept,Harlequin Tonic,Aquamarine Chill,Dragon Roar,Ice Light,Try Soul,Common,Uncommon,Common,Epic,Common,Uncommon,Uncommon,true
2404,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Adept,Harlequin Tonic,Saphire Star,Dog Play,Dull Blue,Self Aura,Common,Uncommon,Common,Epic,Common,Epic,Common,true
2405,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Runner,Elite Corps,Gem Stone,Dog Play,Lite Burst,Try Soul,Common,Common,Clan,Epic,Uncommon,Epic,Uncommon,true
2406,0x98cc5E5c2A2C2E1e7e1a414dA88a96E1624662A3,Spirit Guardian Edition 01,Grimbone,Master,Scorched Earth,Blue Blaze,Dragon Roar,Dirty Yellow,Try Soul,Common,Uncommon,Common,Rare,Common,Common,Uncommon,true
2407,0x97d8654a40e20d88aF12F64F9f34fC5E2060B6A8,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Mime Burst,Lolita Jam,Dog Play,Lite Lime,Self Aura,Common,Uncommon,Uncommon,Common,Uncommon,Common,Uncommon,true
2408,0x87d062FEe5e5E0C1Af2BDd1a199c09138C98B6B2,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
2409,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Runner,Elite Corps,Astral,Dragon Roar,Soul Yellow,Try Soul,Epic,Epic,Rare,Rare,Common,Common,Epic,true
2410,0x29274e82E47aA5f63452cB4A66eddD4b7B953308,Spirit Guardian Edition 01,Bubblegum Violence,Master,Harlequin Tonic,Yultide Up,Dog Play,Lite Lime,Try Soul,Uncommon,Common,Rare,Uncommon,Uncommon,Uncommon,Uncommon,true
2411,0x0927652098Eb743599283c602Bb0B79e235BdCf0,Spirit Guardian Edition 01,Grimbone,Runner,Sun Rise,Sun Spots,Dog Play,Noon Sun,Zero Soul,Rare,Uncommon,Epic,Common,Uncommon,Common,Epic,true
2412,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
2413,0x782c1E4e5E46AB29426dEa34DD82F24d381AE060,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
2414,0x2b38B623013B77d2B2861CFfd63B324cdf032416,Spirit Guardian Edition 01,Emerald Hand,Adept,Elegance,Elite,Dog Play,Scared Forest,Try Soul,Uncommon,Common,Epic,Common,Common,Common,Common,true
2415,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Runner,Scorched Earth,Sun Spots,Dog Play,Dusty Orange,Zero Soul,Rare,Common,Common,Rare,Uncommon,Uncommon,Rare,true
2416,0xAa9Ba8433b649B4946DB9B5d6212b68486A873A2,Spirit Guardian Edition 01,Bubblegum Violence,Officer,Tumblers Mule,Saphire Star,Dog Play,Lite Lime,Try Soul,Epic,Common,Common,Rare,Common,Common,Common,true
2417,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Adept,Emerald Palace,Aura,Dog Play,Sky Rise,Try Soul,Uncommon,Common,Rare,Rare,Uncommon,Clan,Common,true
2418,0xC7eAa2a8ca076Ca7E095Bf541Cd80f43fDD75CC8,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
2419,0xe7258483BD47B0DB23ce543de8895C198AeB59d3,Spirit Guardian Edition 01,Emerald Hand,Runner,Elegance,Elite,Dog Play,Sky Rise,Try Soul,Common,Epic,Common,Uncommon,Common,Epic,Common,true
2420,0x5618801F2ac28949235dda8698938799BEeAE912,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
2421,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
2422,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
2423,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Harlequin Tonic,Lolita Jam,Dog Play,Sky View,Self Aura,Common,Rare,Common,Common,Common,Uncommon,Common,true
2424,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
2425,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
2426,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
2427,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
2428,0xF42bD3014CA17d650BEc4ed025a1B6020E0CAFD8,Spirit Guardian Edition 01,Grimbone,Officer,Sun Rise,Blue Blaze,Dog Play,Dusty Orange,Self Aura,Uncommon,Common,Uncommon,Common,Common,Rare,Rare,true
2429,0x1341D54Cac02cadE80de287cF927787D6f7b2862,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
2430,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
2431,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
2432,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
2433,0x663b667a843e7144865F81224835FeD3B77A5f16,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
2434,0x2eCfea4C456a7f826C9C8A47aF89AeD6C43b5810,Spirit Guardian Edition 01,Emerald Hand,Grand Master,Emerald Palace,Elite,Dog Play,Sky Rise,Try Soul,Uncommon,Uncommon,Uncommon,Uncommon,Uncommon,Clan,Common,true
2435,0xc6b42710Ada2C80a535Bb49b5018B12430200F34,Spirit Guardian Edition 01,Bubblegum Violence,Officer,Harlequin Tonic,Yultide Up,Dog Play,Ice Light,Try Soul,Common,Rare,Common,Uncommon,Uncommon,Common,Common,true
2436,0x4ef75039e375674A6631a9b4d0b1Ea937fc540dD,Spirit Guardian Edition 01,Grimbone,Adept,Scorched Earth,Sun Spots,Dog Play,Dirty Yellow,Try Soul,Common,Common,Uncommon,Epic,Clan,Uncommon,Uncommon,true
2437,0xbd1Ae699d51F7433218860aD4e818d94381Ff139,Spirit Guardian Edition 01,Emerald Hand,Runner,Elite Corps,Astral,Dog Play,Emerald,Zero Soul,Rare,Common,Common,Common,Uncommon,Common,Rare,true
2438,0xd364f799027Ad77c501c490544Bd3F622c78C34E,Spirit Guardian Edition 01,Grimbone,Master,Sun Rise,Blue Blaze,Dragon Roar,Dusty Orange,Try Soul,Rare,Epic,Uncommon,Epic,Common,Common,Epic,true
2439,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
2440,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Runner,Elite Corps,Astral,Dog Play,Sky Rise,Try Soul,Common,Clan,Common,Common,Rare,Rare,Uncommon,true
2441,0x98cc5E5c2A2C2E1e7e1a414dA88a96E1624662A3,Spirit Guardian Edition 01,Grimbone,Master,Scorched Earth,Dusk,Dog Play,Magic Hour,Zero Soul,Common,Uncommon,Common,Clan,Common,Common,Common,true
2442,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
2443,0x518CCb64E39F52a1998ef0fe7f0A8eE394D5f010,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
2444,0x248B89c6B310a2672966d43857ACAaA909AF634E,Spirit Guardian Edition 01,Bubblegum Violence,Adept,Mime Burst,Lolita Jam,Dragon Roar,Ice Light,Zero Soul,Common,Rare,Uncommon,Uncommon,Common,Common,Uncommon,true
