Token ID,Owner Address,Attribute collection,Attribute clan,Attribute revealed,Attribute tier,Attribute appearance,Attribute color theme,Attribute animation,Attribute hair,Attribute hair color,Attribute skin tone,Attribute brow,Attribute brow detail,Attribute face,Attribute face detail,Attribute pupil,Attribute eye color,Attribute accessory,Attribute upper,Attribute lower,Attribute hands
791,0xc312282e27cA57B06703EB404c190A3421F77009,Pilot Edition 01,Bubblegum Violence,true,Runner,Male,Harlequin Tonic,Dance,Rare,Sand X,Skin tone 01,Rare,00,Rare,00,Rare,Lolita Jam,Common,Rare,Clan,Common
792,0xC166E60eFC4Ce11eC713963DF28491964810eb5D,Pilot Edition 01,Grimbone,false,,,,,,,,,,,,,,,,,
793,0x5819a29818690037e8BEE1a6714DF103A40A090E,Pilot Edition 01,Bubblegum Violence,true,Adept,Male,Harlequin Tonic,Dance,Common,Melon Light,Skin tone 00,Rare,00,Rare,04,Common,Lolita Jam,Common,Rare,Rare,Rare
794,0x9f38E681F4A2fc653087f4A18f39c547C88C57a1,Pilot Edition 01,Emerald Hand,true,Officer,Male,Elite Corps,Scream,Clan,Elegant Green,Skin tone 02,Rare,01,Rare,04,Common,Elite,Rare,Common,Rare,Common
795,0xC62D04C0854B3C0F69bd4584ce03D86907a2847D,Pilot Edition 01,Grimbone,true,Adept,Female,Sun Rise,Bagua,Clan,Late Blue,Skin tone 03,Rare,00,Common,00,Rare,Blue Blaze,Rare,Clan,Common,Rare
796,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Runner,Female,Elite Corps,March,Clan,Eclipse,Skin tone 00,Common,00,Common,00,Clan,Aura,Common,Rare,Rare,Common
797,0x3a1c9D5C964128AeC5Aea1351A67c0De729A20a3,Pilot Edition 01,Bubblegum Violence,true,Adept,Male,Tumblers Mule,Dance,Common,Melon Light,Skin tone 01,Rare,00,Common,00,Common,Yuletide Up,Common,Common,Clan,Rare
798,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Grimbone,true,Adept,Female,Sun Rise,Bagua,Rare,Crimson Locks,Skin tone 00,Rare,00,Rare,04,Common,Dusk,Common,Rare,Common,Common
799,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Grimbone,true,Runner,Female,Scorched Earth,Bagua,Common,Late Blue,Skin tone 01,Common,00,Common,00,Rare,Sun Spots,Common,Common,Rare,Rare
800,0x560235B2A10435375118A204779b62784f725Aae,Pilot Edition 01,Bubblegum Violence,true,Adept,Male,Harlequin Tonic,Dance,Rare,Melon Light,Skin tone 04,Common,01,Rare,02,Rare,Lolita Jam,Common,Common,Common,Clan
801,0x69060A83016325B3e5283F130452cBee1f29a3CE,Pilot Edition 01,Emerald Hand,true,Grand Master,Female,Elegance,March,Rare,Noir,Skin tone 03,Rare,00,Rare,03,Uncommon,Gem Stone,Common,Rare,Rare,Rare
802,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Runner,Male,Elite Corps,Scream,Common,Dust,Skin tone 04,Common,01,Rare,00,Common,Gem Stone,Common,Rare,Rare,Clan
803,0x8220c7FE99381Da2B84e3325fFa3342434C8cFb3,Pilot Edition 01,Bubblegum Violence,true,Runner,Male,Harlequin Tonic,Dance,Common,Jolt Lime,Skin tone 01,Common,00,Rare,00,Common,Yuletide Up,Common,Clan,Rare,Common
804,0xA355D469836aeFF8ACC40f1aCa6C8805011aCA20,Pilot Edition 01,Grimbone,true,Adept,Male,Scorched Earth,Powers,Clan,Silver,Skin tone 00,Common,00,Rare,00,Uncommon,Dusk,Common,Common,Rare,Common
805,0xE00fdC4327b2a91AD7eE78216Bffd8bF5e0Ce203,Pilot Edition 01,Grimbone,true,Runner,Female,Scorched Earth,Bagua,Common,Late Blue,Skin tone 00,Common,00,Common,00,Uncommon,Hot Orange,Rare,Common,Rare,Common
806,0x39A9FDAE1ffB0778F8E64669fDCb46913a249981,Pilot Edition 01,Emerald Hand,true,Runner,Male,Elite Corps,Scream,Common,Elegant Green,Skin tone 02,Rare,00,Rare,02,Common,Prism,Common,Clan,Common,Clan
807,0x97169839c817DD38382B497D1552a7e61b33D995,Pilot Edition 01,Bubblegum Violence,true,Master,Male,Harlequin Tonic,Dance,Clan,Toxic X,Skin tone 02,Rare,01,Common,00,Common,Yuletide Up,Common,Common,Clan,Common
808,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Bubblegum Violence,true,Runner,Female,Harlequin Tonic,Finger Gun,Common,Toxic X,Skin tone 03,Rare,01,Common,00,Common,Lolita Jam,Common,Rare,Clan,Clan
809,0xdCEF0728a7fe86cBdb3d1eCf03714F9F0Eb36081,Pilot Edition 01,Grimbone,true,Runner,Female,Sun Rise,Bagua,Common,Silver,Skin tone 01,Rare,00,Rare,00,Uncommon,Dusk,Common,Rare,Rare,Clan
810,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Runner,Female,Elite Corps,March,Common,Dust,Skin tone 01,Rare,01,Rare,02,Clan,Astral,Common,Clan,Common,Rare
811,0xA997FDa2cef30A6adF5D18B3F5357A1bEd6C599B,Pilot Edition 01,Emerald Hand,true,Runner,Male,Elite Corps,Scream,Common,Camo Green,Skin tone 01,Rare,01,Rare,00,Common,Prism,Common,Rare,Common,Common
812,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Grimbone,true,Runner,Male,Scorched Earth,Powers,Common,Ginger,Skin tone 00,Common,00,Common,00,Rare,Dusk,Rare,Common,Rare,Rare
813,0xb631bBEfc3E8C052084E0944525f71299cf08F3d,Pilot Edition 01,Bubblegum Violence,true,Runner,Female,Harlequin Tonic,Finger Gun,Common,Melon Light,Skin tone 03,Common,00,Common,00,Uncommon,Yuletide Up,Rare,Common,Common,Common
814,0xba98d38b3C0306CE9B6d95B22ccE420BA09364e3,Pilot Edition 01,Bubblegum Violence,true,Grand Master,Male,Harlequin Tonic,Dance,Rare,Bubblegum Chew,Skin tone 00,Clan,00,Common,00,Common,Sapphire Star,Common,Common,Rare,Rare
815,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Runner,Female,Elite Corps,March,Common,Elegant Green,Skin tone 04,Clan,00,Common,00,Common,Aura,Rare,Rare,Common,Common
816,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Grimbone,true,Adept,Female,Scorched Earth,Bagua,Rare,Void Blue,Skin tone 04,Rare,00,Common,00,Rare,Blue Blaze,Rare,Clan,Common,Common
817,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Bubblegum Violence,true,Runner,Female,Harlequin Tonic,Finger Gun,Rare,Toxic X,Skin tone 01,Common,01,Rare,04,Common,Sapphire Star,Clan,Rare,Common,Clan
818,0x13a816018305A12993C6b1E230abFeC7a787fD49,Pilot Edition 01,Grimbone,true,Runner,Female,Scorched Earth,Bagua,Common,Ginger,Skin tone 03,Rare,01,Rare,04,Common,Dusk,Rare,Rare,Common,Clan
819,0x78442549AF860a37d437678a0bD5555a9406fA6C,Pilot Edition 01,Emerald Hand,true,Runner,Female,Elite Corps,March,Common,Elegant Green,Skin tone 00,Clan,00,Rare,02,Clan,Gem Stone,Common,Clan,Clan,Clan
820,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Grimbone,true,Runner,Female,Sun Rise,Bagua,Rare,Champagne,Skin tone 00,Rare,00,Common,00,Uncommon,Faded,Common,Rare,Clan,Clan
821,0xE3B6f54A769B86DAa177Ec9038Be62c05596D7F2,Pilot Edition 01,Emerald Hand,true,Adept,Female,Elite Corps,March,Common,Dark Umber,Skin tone 00,Common,00,Common,00,Common,Elite,Common,Common,Rare,Rare
822,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Bubblegum Violence,true,Runner,Male,Harlequin Tonic,Dance,Common,Melon Light,Skin tone 03,Rare,00,Common,00,Common,Lolita Jam,Common,Clan,Rare,Rare
823,0x2AD14C57f33a2502A84B00f74448bC8e31033Eb5,Pilot Edition 01,Grimbone,true,Runner,Male,Scorched Earth,Powers,Clan,Green Means Go,Skin tone 04,Common,01,Common,00,Common,Dusk,Rare,Rare,Common,Rare
824,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Runner,Male,Elegance,Scream,Common,Dark Umber,Skin tone 04,Rare,01,Rare,05,Uncommon,Astral,Common,Rare,Rare,Common
825,0xAbada65cD91034Cc5E4DB6D3c24aC88E96ee46fA,Pilot Edition 01,Bubblegum Violence,true,Officer,Female,Harlequin Tonic,Finger Gun,Common,Sand X,Skin tone 00,Rare,00,Common,00,Common,Lolita Jam,Common,Rare,Common,Common
826,0x4eBa1380761c08e7cf2E3aabB2a5BCD633Dd6A78,Pilot Edition 01,Emerald Hand,true,Adept,Female,Elite Corps,March,Rare,Noir,Skin tone 00,Common,01,Rare,01,Uncommon,Aura,Clan,Rare,Rare,Common
827,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Bubblegum Violence,true,Adept,Male,Harlequin Tonic,Dance,Rare,Jolt Lime,Skin tone 03,Common,00,Common,00,Rare,Sapphire Star,Rare,Common,Rare,Common
828,0xB7EDE78AE6a78514EB66d160995361f94D5Fb53c,Pilot Edition 01,Grimbone,true,Grand Master,Male,Sun Rise,Powers,Rare,Silver,Skin tone 02,Common,00,Clan,02,Common,Sun Spots,Clan,Common,Rare,Common
829,0x700383F3a6dbcF2F1DD92DED7b17a4a6e908DeDd,Pilot Edition 01,Bubblegum Violence,true,Runner,Male,Harlequin Tonic,Dance,Clan,Bubblegum Chew,Skin tone 03,Common,00,Clan,02,Rare,Lolita Jam,Common,Common,Clan,Common
830,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Adept,Male,Emerald Palace,Scream,Common,Dust,Skin tone 03,Rare,00,Rare,02,Rare,Astral,Clan,Clan,Rare,Rare
831,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Grimbone,true,Runner,Male,Scorched Earth,Powers,Rare,Ginger,Skin tone 01,Rare,00,Clan,02,Clan,Dusk,Common,Common,Common,Common
832,0x9Fe9FA7859C6Bcbb4eb0ADB958bFA03f4312437B,Pilot Edition 01,Emerald Hand,true,Runner,Male,Elite Corps,Scream,Rare,Elegant Green,Skin tone 01,Rare,01,Rare,00,Uncommon,Aura,Rare,Common,Clan,Common
833,0x969F153F7027B7BBacC40e8816AAA7aEb493B45a,Pilot Edition 01,Bubblegum Violence,true,Officer,Male,Tumblers Mule,Dance,Common,Toxic X,Skin tone 02,Rare,01,Common,00,Clan,Lolita Jam,Common,Common,Common,Clan
834,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Grimbone,true,Adept,Female,Scorched Earth,Bagua,Common,Ginger,Skin tone 03,Rare,01,Rare,05,Uncommon,Blue Blaze,Rare,Common,Common,Common
835,0x8E249cBD51BC7bAcF854a170abDAd86E56675A47,Pilot Edition 01,Bubblegum Violence,true,Adept,Male,Harlequin Tonic,Dance,Clan,Sand X,Skin tone 04,Rare,01,Rare,01,Common,Sapphire Star,Rare,Rare,Rare,Common
836,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Grimbone,true,Runner,Female,Scorched Earth,Bagua,Clan,Crimson Locks,Skin tone 03,Common,01,Common,00,Common,Dusk,Rare,Rare,Common,Common
837,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Runner,Female,Emerald Palace,March,Common,Dust,Skin tone 02,Common,00,Common,00,Uncommon,Aura,Common,Common,Rare,Common
838,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Adept,Male,Emerald Palace,Scream,Clan,Dark Umber,Skin tone 02,Rare,00,Clan,00,Common,Gem Stone,Clan,Common,Rare,Clan
839,0x9980335A2cb11CAbAa7206D9e18496dF1DEC3a0d,Pilot Edition 01,Grimbone,true,Adept,Female,Scorched Earth,Bagua,Rare,Green Means Go,Skin tone 03,Common,00,Rare,05,Clan,Sun Spots,Common,Clan,Rare,Common
840,0x861ACf6002657569e31d05EEe48f0d94773e7a10,Pilot Edition 01,Bubblegum Violence,true,Master,Female,Harlequin Tonic,Finger Gun,Rare,Sand X,Skin tone 02,Common,01,Rare,04,Rare,Sapphire Star,Common,Clan,Clan,Common
841,0x41Aa1dC7438bFdd2E306a25F5852BC8f0B55483a,Pilot Edition 01,Bubblegum Violence,true,Runner,Female,Harlequin Tonic,Finger Gun,Rare,Jolt Lime,Skin tone 04,Common,01,Common,00,Common,Sapphire Star,Rare,Common,Clan,Rare
842,0xA355D469836aeFF8ACC40f1aCa6C8805011aCA20,Pilot Edition 01,Grimbone,true,Master,Female,Scorched Earth,Bagua,Clan,Silver,Skin tone 01,Common,00,Common,00,Uncommon,Blue Blaze,Common,Rare,Common,Common
843,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Adept,Male,Elite Corps,Scream,Common,Eclipse,Skin tone 04,Common,00,Rare,03,Uncommon,Astral,Common,Rare,Clan,Rare
844,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Adept,Male,Elegance,Scream,Rare,Dust,Skin tone 01,Common,01,Rare,01,Common,Elite,Common,Rare,Rare,Rare
845,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Bubblegum Violence,true,Adept,Male,Harlequin Tonic,Dance,Common,Jolt Lime,Skin tone 00,Rare,01,Rare,00,Common,Sapphire Star,Common,Common,Clan,Rare
846,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Grimbone,true,Adept,Male,Sun Rise,Powers,Rare,Silver,Skin tone 01,Common,01,Common,00,Common,Blue Blaze,Rare,Rare,Clan,Rare
847,0xD29BE4885E53BB300a2fdcC6B4793AEb3ef90da2,Pilot Edition 01,Bubblegum Violence,true,Officer,Female,Harlequin Tonic,Finger Gun,Common,Sand X,Skin tone 03,Clan,01,Common,00,Uncommon,Yuletide Up,Rare,Common,Clan,Rare
848,0x761C47e71D783D8C1F1A664C9B8AF396c3e670BD,Pilot Edition 01,Emerald Hand,true,Runner,Male,Emerald Palace,Scream,Clan,Dust,Skin tone 02,Common,01,Common,00,Common,Elite,Rare,Rare,Common,Rare
849,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Grimbone,true,Runner,Female,Sun Rise,Bagua,Rare,Crimson Locks,Skin tone 01,Common,01,Common,00,Common,Sun Spots,Rare,Common,Clan,Common
850,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Bubblegum Violence,true,Runner,Female,Harlequin Tonic,Finger Gun,Rare,Bubblegum Chew,Skin tone 00,Common,00,Common,00,Rare,Yuletide Up,Common,Clan,Rare,Common
851,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Runner,Male,Elite Corps,Scream,Rare,Noir,Skin tone 02,Common,00,Rare,03,Uncommon,Elite,Common,Rare,Rare,Clan
852,0x7095569640Fc9bDA1B47ed2558f85E78B6fcBefD,Pilot Edition 01,Grimbone,true,Master,Male,Dark Side,Powers,Rare,Silver,Skin tone 01,Common,00,Common,00,Uncommon,Dusk,Common,Clan,Common,Common
853,0xC62D04C0854B3C0F69bd4584ce03D86907a2847D,Pilot Edition 01,Bubblegum Violence,true,Runner,Female,Tumblers Mule,Finger Gun,Rare,Bubblegum Chew,Skin tone 04,Rare,01,Rare,00,Uncommon,Aquamarine Chill,Common,Common,Common,Rare
854,0xb039d0830e4277C4d0117Db95B45668158116865,Pilot Edition 01,Grimbone,true,Runner,Male,Scorched Earth,Powers,Rare,Void Blue,Skin tone 02,Common,00,Common,00,Common,Sun Spots,Common,Rare,Common,Common
855,0xAe91D2b958B48ade4EF3A9169DB6C862f334E63b,Pilot Edition 01,Emerald Hand,false,,,,,,,,,,,,,,,,,
856,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Runner,Male,Elite Corps,Scream,Common,Dust,Skin tone 04,Rare,00,Common,00,Common,Elite,Clan,Common,Common,Clan
857,0xe319c6d728eCfB7E6781Bb323D13cd788063d473,Pilot Edition 01,Grimbone,true,Grand Master,Female,Scorched Earth,Bagua,Common,Green Means Go,Skin tone 03,Clan,00,Rare,02,Rare,Faded,Rare,Common,Common,Rare
858,0xb61D2757DE108cA33725e84EaB6A88ED453496EB,Pilot Edition 01,Bubblegum Violence,true,Master,Female,Harlequin Tonic,Finger Gun,Common,Bubblegum Chew,Skin tone 00,Rare,00,Common,00,Common,Yuletide Up,Clan,Common,Common,Common
859,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Adept,Male,Elite Corps,Scream,Rare,Camo Green,Skin tone 04,Common,00,Common,00,Clan,Aura,Common,Common,Clan,Common
860,0xf90a0dF9c1fAa5bdA6A14189Ad0e65b312426691,Pilot Edition 01,Bubblegum Violence,true,Officer,Male,Harlequin Tonic,Dance,Rare,Sand X,Skin tone 01,Clan,00,Rare,05,Uncommon,Aquamarine Chill,Common,Rare,Common,Rare
861,0x790ff3a8C3b320A60E468f46554baEF1731F5b65,Pilot Edition 01,Grimbone,true,Runner,Female,Scorched Earth,Bagua,Rare,Void Blue,Skin tone 03,Common,00,Rare,02,Common,Blue Blaze,Rare,Common,Common,Rare
862,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Adept,Female,Elite Corps,March,Common,Elegant Green,Skin tone 04,Clan,00,Common,00,Uncommon,Astral,Common,Rare,Common,Common
863,0xb631bBEfc3E8C052084E0944525f71299cf08F3d,Pilot Edition 01,Bubblegum Violence,true,Officer,Male,Mime Burst,Dance,Common,Toxic X,Skin tone 01,Rare,01,Rare,03,Uncommon,Aquamarine Chill,Common,Rare,Rare,Common
864,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Grimbone,true,Runner,Male,Sun Rise,Powers,Clan,Void Blue,Skin tone 02,Rare,01,Common,00,Rare,Dusk,Rare,Common,Rare,Common
865,0x81F721c2c86Ed240D09a5061b4315A0709522e0A,Pilot Edition 01,Grimbone,true,Adept,Female,Sun Rise,Bagua,Common,Late Blue,Skin tone 03,Common,00,Common,00,Common,Dusk,Common,Rare,Rare,Clan
866,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Runner,Male,Elite Corps,Scream,Clan,Barren,Skin tone 02,Common,00,Rare,05,Common,Aura,Common,Common,Clan,Common
867,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Bubblegum Violence,true,Adept,Female,Tumblers Mule,Finger Gun,Rare,Sand X,Skin tone 02,Common,01,Rare,00,Common,Yuletide Up,Common,Rare,Common,Common
868,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Adept,Male,Elite Corps,Scream,Common,Faded Blue,Skin tone 03,Rare,00,Common,00,Clan,Aura,Clan,Common,Clan,Common
869,0xf15Eb7cd89CAEFF953D0A65f6e7914E98806B5Df,Pilot Edition 01,Bubblegum Violence,true,Adept,Male,Harlequin Tonic,Dance,Common,Sand X,Skin tone 04,Rare,00,Common,00,Common,Yuletide Up,Rare,Common,Common,Rare
870,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Grimbone,true,Runner,Female,Scorched Earth,Bagua,Common,Green Means Go,Skin tone 01,Clan,00,Clan,02,Common,Dusk,Common,Common,Common,Common
871,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Bubblegum Violence,true,Runner,Female,Harlequin Tonic,Finger Gun,Common,Sand X,Skin tone 04,Rare,00,Rare,05,Rare,Sapphire Star,Common,Rare,Clan,Rare
872,0x07b298cEF47B71b6b53b1f8b5833d1B17118bA40,Pilot Edition 01,Emerald Hand,true,Adept,Female,Elite Corps,March,Common,Dark Umber,Skin tone 01,Common,00,Rare,02,Uncommon,Aura,Clan,Common,Rare,Clan
873,0xbc311491524d82456544864c00C31B3b0f558440,Pilot Edition 01,Grimbone,true,Master,Female,Scorched Earth,Bagua,Common,Ginger,Skin tone 01,Rare,01,Rare,02,Common,Faded,Rare,Common,Rare,Common
874,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Bubblegum Violence,true,Runner,Female,Harlequin Tonic,Finger Gun,Rare,Melon Light,Skin tone 00,Clan,00,Common,00,Uncommon,Aquamarine Chill,Rare,Common,Common,Clan
875,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Adept,Female,Emerald Palace,March,Rare,Dust,Skin tone 02,Rare,01,Common,00,Common,Astral,Rare,Common,Rare,Clan
876,0x1DF55CA1543E341b7A9019FB91bC0284C4b5c8ef,Pilot Edition 01,Grimbone,true,Adept,Female,Sun Rise,Bagua,Common,Silver,Skin tone 02,Rare,01,Clan,00,Common,Dusk,Rare,Common,Common,Common
877,0x513f21d8Ff0fbeDdb4684e4B86ab72b804Fffe04,Pilot Edition 01,Grimbone,true,Master,Female,Sun Rise,Bagua,Common,Void Blue,Skin tone 01,Rare,00,Common,00,Rare,Sun Spots,Common,Rare,Rare,Common
878,0x71a88960Ca5ED0CAE9e9480637DfdB9621F2F634,Pilot Edition 01,Bubblegum Violence,true,Officer,Male,Harlequin Tonic,Dance,Clan,Melon Light,Skin tone 01,Rare,00,Clan,02,Rare,Yuletide Up,Common,Rare,Common,Common
879,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Runner,Male,Emerald Palace,Scream,Clan,Noir,Skin tone 01,Rare,00,Rare,02,Common,Elite,Common,Common,Common,Rare
880,0x1768981c861B57f10eF34349B0E6a54771584253,Pilot Edition 01,Bubblegum Violence,true,Grand Master,Female,Harlequin Tonic,Finger Gun,Clan,Jolt Lime,Skin tone 03,Clan,01,Common,00,Rare,Yuletide Up,Common,Rare,Clan,Clan
881,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Adept,Male,Emerald Palace,Scream,Common,Noir,Skin tone 02,Clan,01,Clan,01,Uncommon,Aura,Common,Rare,Rare,Common
882,0xdf846E5d61Cb4b8C7bB5d237a0F88F269B34DEEd,Pilot Edition 01,Grimbone,true,Runner,Female,Scorched Earth,Bagua,Rare,Crimson Locks,Skin tone 02,Rare,00,Rare,00,Common,Sun Spots,Clan,Clan,Clan,Rare
883,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Bubblegum Violence,true,Runner,Female,Harlequin Tonic,Finger Gun,Rare,Melon Light,Skin tone 02,Common,01,Common,00,Uncommon,Sapphire Star,Common,Common,Rare,Rare
884,0x1152348219aD272475c58da95D2DBb3bf64688b1,Pilot Edition 01,Grimbone,true,Master,Female,Scorched Earth,Bagua,Rare,Silver,Skin tone 04,Rare,00,Clan,01,Uncommon,Sun Spots,Common,Common,Rare,Common
885,0xbc311491524d82456544864c00C31B3b0f558440,Pilot Edition 01,Emerald Hand,true,Officer,Female,Emerald Palace,March,Rare,Faded Blue,Skin tone 02,Common,01,Rare,05,Common,Aura,Clan,Rare,Common,Common
886,0xe76673a50Ceed7ed4d500882e8F4FDacF10f2fa2,Pilot Edition 01,Bubblegum Violence,true,Adept,Female,Harlequin Tonic,Finger Gun,Common,Sand X,Skin tone 04,Rare,00,Rare,03,Common,Lolita Jam,Common,Common,Common,Clan
887,0xBe7e0bCd969074DF5afc7b61D1636d3f81B74198,Pilot Edition 01,Grimbone,true,Adept,Female,Sun Rise,Bagua,Common,Silver,Skin tone 00,Common,01,Rare,02,Uncommon,Sun Spots,Common,Common,Common,Rare
888,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Adept,Female,Elegance,March,Rare,Faded Blue,Skin tone 00,Common,01,Common,00,Common,Elite,Clan,Common,Common,Common
889,0xb631bBEfc3E8C052084E0944525f71299cf08F3d,Pilot Edition 01,Emerald Hand,true,Runner,Male,Emerald Palace,Scream,Rare,Dust,Skin tone 01,Common,00,Rare,05,Common,Aura,Rare,Common,Common,Rare
890,0xB9D5Fd2149e14970d9a52dB58EacE062Db9a1A08,Pilot Edition 01,Grimbone,true,Officer,Male,Scorched Earth,Powers,Clan,Ginger,Skin tone 04,Common,00,Rare,04,Rare,Hot Orange,Common,Rare,Clan,Rare
891,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Bubblegum Violence,true,Adept,Male,Tumblers Mule,Dance,Clan,Sand X,Skin tone 01,Rare,00,Clan,00,Common,Yuletide Up,Clan,Common,Rare,Common
892,0x97035e8847B58568ce6A18E7e0C0Ac68fafa6138,Pilot Edition 01,Bubblegum Violence,true,Officer,Male,Tumblers Mule,Dance,Common,Sand X,Skin tone 03,Rare,00,Rare,04,Common,Yuletide Up,Common,Clan,Clan,Common
893,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Runner,Female,Elite Corps,March,Rare,Elegant Green,Skin tone 03,Common,01,Common,00,Uncommon,Aura,Clan,Common,Common,Common
894,0x8e2A17847C29AD147443EFefc121D4723eeA68EB,Pilot Edition 01,Grimbone,true,Adept,Female,Scorched Earth,Bagua,Clan,Late Blue,Skin tone 01,Clan,00,Rare,05,Uncommon,Dusk,Rare,Rare,Rare,Common
895,0xB52389EeF222Feb5FCa77e3791e8a4523A9D174C,Pilot Edition 01,Emerald Hand,true,Officer,Female,Elegance,March,Rare,Camo Green,Skin tone 02,Rare,00,Common,00,Uncommon,Astral,Rare,Common,Clan,Rare
896,0x7e2366D3B1DD232ccBc89DA5BC17Ca69105B635b,Pilot Edition 01,Bubblegum Violence,true,Adept,Female,Tumblers Mule,Finger Gun,Common,Jolt Lime,Skin tone 01,Rare,01,Rare,04,Uncommon,Yuletide Up,Rare,Rare,Rare,Rare
897,0xDC4bc0Bf83781D94aBad2DE153D28e0EA172426A,Pilot Edition 01,Grimbone,true,Adept,Male,Scorched Earth,Powers,Common,Dark Umber,Skin tone 04,Common,00,Clan,02,Rare,Dusk,Common,Rare,Common,Clan
898,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Runner,Male,Elite Corps,Scream,Clan,Dark Umber,Skin tone 03,Common,01,Common,00,Common,Astral,Rare,Common,Common,Rare
899,0x390caDf1d5604871aE650b4A328eC2Ea740E9b3c,Pilot Edition 01,Bubblegum Violence,true,Adept,Male,Tumblers Mule,Dance,Clan,Toxic X,Skin tone 02,Clan,00,Rare,02,Uncommon,Yuletide Up,Rare,Rare,Clan,Common
900,0xA7722D5f62f90C22CD377ca602493AA37e6A8a91,Pilot Edition 01,Grimbone,true,Runner,Male,Sun Rise,Powers,Rare,Green Means Go,Skin tone 01,Clan,01,Common,00,Common,Sun Spots,Rare,Common,Common,Rare
