Token ID,Owner Address,Attribute egg type,Attribute background,Attribute leaf,Attribute ear,Attribute fur,Attribute mouth,Attribute eye,Attribute hair,Attribute head accessory,Attribute hand accessory,Attribute foreground,Attribute hatched egg,Attribute eyebrows,Attribute face accessory,Attribute eye sparkle,Attribute clothing,Attribute left arm,Attribute right arm,Attribute 1 of 1
1252,0xf3A331706B7f49A2c1f3D369cbEd52D120208a54,,Blue,Red,Normal,Light Moca,Yell,Determined,Moca,,Matcha Boba,,Common,,Sunglasses,Sparkles,,,,
1253,0x850eB7A003dDD8050224a2E0C1DD11713A790113,,Grey Sparkles,Purple,Tired,Light Dark,Sad,Tired,Dark,,,Sakura,Common,Bushy,Bite,,Green Overalls,,Peace Sign,
1254,0x2C2027a4b48d43b67736886ECF4F41B1b8E98E6d,,Grey,Onyx,Normal,Light Yellow,Open Smile,Shocked,,,,,Lucky,,Battle Paint,,,,Finger,
1255,0x7515AceDc6ba15d0d01168ab2885BF82D7564952,,Pink,Onyx,Sad,Heavy Dark,Yell,Round,Dark,Black Beret,Baguette,Light Snow,Lucky,Sus,,Dot,Casual Kimono,,,
1256,0x3227B537EC7fD25D2a76b9eaa591FFA4b5e5E298,,Pink,Rainbow,Normal,Rainbow,Smile,Crying,Rainbow,White Chef Wrap,Decorators Brush,,Divine,,,Watery,Purple Hoodie,,,
1257,0x5c71804D62786cfCaa79504b8E8440c6E3639c08,,Yellow,Gold,Tired,Gold,Scared,Determined,Gold,,Red Wagasa,,Divine,,Blush,Sparkles,,,,
1258,0x2af379FbBb59992A1c763eb56497D7F7A779b0e8,,Yellow Sparkles,Green,Normal,Heavy Brown,Disgust,Shocked,Brown,Towel,Big Leaf,,Lucky,,,,Towel,Finger,,
1259,0xbF09537bb553E1619216be83E0EFCDb3e779fa40,,Dark Blue,Teal,Tired,Light Dark,Gasp,Determined,Dark,TMA Noble Skull,Banana Milk,,Common,,,Sparkles,Blue Overalls,,,
1260,0x73829b57804c93edeaBcD893c4CdFA8A094b98fA,,Light Blue,Gold,,Gold,Chubby,Frown,,,Big Stick,,Divine,,,,CyberKongz Onesie,,,
1261,0x02943C35fCc015CCce8662B7f3Afc2bAc47F8581,,Light Blue,Teal,,Heavy Brown,Yell,Bored,Brown,,Pink Sensu,Heavy Snow,Common,Surprised,,,Green Sleeveless,,,
1262,0x42B22e8168386EcB3618C4E148969658f6A604F4,,Light Blue,Rainbow,,Rainbow,Surprised,Relaxed,Rainbow,,Shepherds Crank,,Lucky,,,,Green Sleeveless,,,
1263,0xF5a4D0C6F3dfa737e15E6A2D2eee8cc44cc031d3,,Pink,Rainbow,Normal,Rainbow,Scared,Determined,Rainbow,Blue Kanzashi,Gold Origami,,Lucky,,Clown Paint,Sparkles,Blue Bowtie,,,
1264,0xf5415cc54Fc3C4ee6ddABDbE044Aeb243212FE15,,Light Green,White,Sad,Heavy Grey,Teeth Smile,Determined,Grey,Tanuki Mask,Silver Coin,Particles,Common,,,Dot,,,,
1265,0x6340b4ac135ff3bae181b838F51826Abeca7C86e,,Light Blue,White,Excited,Light Grey,Surprised,Frown,Grey,Sky Bucket Hat,Carrot,,Lucky,Sus,Eye Bags,,Purple Hoodie,,,
1266,0xfd0162a961bbBd4FF4D89B680B9e43d3309b1987,,Light Green,Rainbow,Normal,Rainbow,Smile,Crying,Rainbow,,,Heavy Snow,Lucky,Surprised,,Big Sparkles,Blue Blanket,,,
1267,0xC3346AEBF1f28B3817B77cA8de8e44845eA59AD2,,Yellow,Green,Excited,Light Yellow,Passive,Determined,Yellow,Pastel Bucket Hat,,,Common,,,Sparkles,,,,
1268,0x843FF738749156FfCa6eEB5876cbCd2675Bc97aE,,Dark Grey,Red,Normal,Heavy Grey,Hmph,Round,Grey,Pink Beret,Rake,,Lucky,Sad,Eye Bags,Sparkles,,,,
1269,0x843FF738749156FfCa6eEB5876cbCd2675Bc97aE,,Dark Grey,Green,,Light Moca,Surprised,Round,,Bear Head,Gacha Ballz,,Common,Sus,Blush,Dot,,,,
1270,0x3227B537EC7fD25D2a76b9eaa591FFA4b5e5E298,,Red,Green,Sad,Light Grey,Open Smile,Round,Grey,Jiangshi,Vanilla M9,Particles,Common,Sad,,Dot,,,,
1271,0x39C30EDF793aE411B15674B45c06B68837e02251,,Spirit Aqua,Spirit,Normal,Spirit,Sad,Bored,,,Chef Knife,,Divine,Sus,,,Pink Bag,,,
1272,0x8ffC6Db8eDA972da2646B1Aaf34c7135Fe8DCBfe,,Blue,Onyx,Normal,Light Grey,Teeth Smile,Tired,Grey,,Black Sensu,Talisman,Common,,Blush,,Casual Kimono,,,
1273,0xA33e260BF2eadbe6156f6DB82d639bC125526b40,,Grey Sparkles,Blue,,Heavy Moca,Scared,Determined,,Bear Head,,,Common,,,Sparkles,,,Finger,
1274,0x60fEc4e69CeF7116f004e7F07C64dfAcA0163AB7,,Light Blue,Rainbow,Normal,Rainbow,Devious,Bored,,White Bunny Headband,,,Divine,,Blush,,Blue Blanket,,,
1275,0xD87ddC75bfDA0585362C2FeaB12Eb774AaF2430d,,Purple,Green,Tired,Light Brown,Smile,Tired,Brown,,,Sakura,Lucky,Surprised,Pink Pacifier,,,,,
1276,0x9B3d6073dce3Ce4Ac2431a27031bdDeCA5A38938,,Ronin Moon,Red,Tired,Light Moca,Surprised,Tired,Moca,Maid Headband,Coxinha,,Lucky,,,,Maid Apron,,,
1277,0x015d1eB4B198863c44D8f679F66484bf526D08dD,,Purple,Red,Normal,Light Moca,Tongue out,Shocked,Moca,,Eggplant,,Common,Sus,Blush,,Teal Hoodie,,,
1278,0xB8fd81efAb5E0349D955F2C632fC660e1256C140,,Grey,Gold,Normal,Gold,Scared,Frown,Gold,Cat Mask,,,Divine,,Blush,,,,Finger,
1279,0x07FA136d1ff7EF50FA5f90227222F1773bd4EAe9,,Green,Pink,Excited,Light Brown,Scared,Determined,Brown,,,Rain,Common,,,Sparkles,,,Peace Sign,
1280,0x98b76c840291858650b75c80C941dA30248249B5,,Grey,Red,Sad,Light Moca,Gasp,Bored,Moca,,,Rain,Common,Sus,,,Yellow Blanket,,,
1281,0x68186a7a3Ac837c44902271546CFb03284AeAD27,,Dark Grey,White,Sad,Heavy Grey,Scared,Crying,Grey,Pirate Bandana,,Heavy Snow,Common,Sad,Blush,Heart,Blue Bunny Bag,,Peace Sign,
1282,0x079583668B2515818FCaB375d357E9e211351466,,Light Yellow,Red,Normal,Light Grey,Sad,Shocked,Grey,Pink Kanzashi,,Particles,Lucky,Angry,,,Lemon Bag,,,
1283,0xdDCe2877B93eF0b21640a734415C76246E213346,,Teal,Rainbow,Normal,Rainbow,Tongue out,Determined,Rainbow,Gold Headband,Baguette,,Divine,,Blush,Sparkles,Daimyo Kimono,,,
1284,0x46ad48776f8cF25c545BDB559f3D5d001172Ca4b,,Ronin Moon,White,Normal,Light Yellow,Gasp,Round,Yellow,Maid Headband,,,Common,Sus,,Watery,Maid Apron,Peace Sign,Finger,
1285,0xB13103D0c859046300799a0664d2F4696F19F394,,Red,Red,Tired,Heavy Grey,Open Smile,Determined,Grey,,,,Common,,,Dot,Pink Overalls,,,
1286,0xB13103D0c859046300799a0664d2F4696F19F394,,Green,Rainbow,Normal,Rainbow,Tongue out,Tired,Rainbow,Moki Cap,Emerald Hands Plushie,,Divine,Sad,,,,,,
1287,0x14F5197a0e2F3De0Ec4f514Bfbb924784e298a0b,,Light Green,Purple,Normal,Light Brown,Surprised,Round,Brown,,,Spirits,Common,,,Big Sparkles,Bubblegum Violence,,Peace Sign,
1288,0x0FB4b68aECD90672FDA1fB81EC5441900DB92D5b,,Purple,Purple,Normal,Heavy Yellow,Disgust,Tired,,White Egg,,,Common,,Blush,,White Egg,,,
1289,0xe55B7B502535885AD6Ec918552b6fDA3d82435BB,,Light Yellow,Teal,Excited,Heavy Yellow,Tongue out,Tired,Yellow,White Chef Wrap,Pencil,,Lucky,,Bite,Watery,Yellow Duck Floatie,,,
1290,0xC6de7Ca40BEd3231d70D6c4f20Be435918b2f642,,Ronin Moon,Teal,Excited,Light Yellow,Passive,Crying,Yellow,Tie Dye Headband,Orange Rose,,Common,Sus,,Watery,,,,
1291,0x0C982bABD4DB889cC08D9e957cCBa41F585ca5e6,,Grey,White,Excited,Light Moca,Scared,Relaxed,Moca,Pink Headband,,Particles,Common,,,,,,Peace Sign,
1292,0x0C982bABD4DB889cC08D9e957cCBa41F585ca5e6,,Blue,Yellow,Normal,Heavy Dark,Scared,Excited,Dark,,Toilet Plunger,,Lucky,Angry,Cucumber,,Samurai,,,
1293,0x77c47D247fae426ef39dc02016CD538225DcB4Ba,,Dark Fog,Purple,Normal,Light Grey,Tongue out,Excited,Grey,,Fishbone,,Lucky,,,,WF Glider Gear,,,
1294,0xde2bd52f5939B03c055d82be2e7B7B3a27A3bB56,,Yellow,Rainbow,Normal,Rainbow,Surprised,Shocked,Rainbow,Heart Glasses,Coffee,,Lucky,,Eye Bags,,Teal Hoodie,,,
1295,0xF732cE6fC2e24fffBc4bC6fE028C71Cfc02BA854,,Grey Sparkles,Pink,Excited,Heavy Grey,Yell,Frown,Grey,Tan Explorer Hat,,,Common,,,,,Finger,Peace Sign,
1296,0x42B22e8168386EcB3618C4E148969658f6A604F4,Lucky,,,,,,,,,,,,,,,,,,
1297,0x8044f01f11Ba813AECfC7913c94539e6B82EF6d2,,Purple Sparkles,White,Tired,Heavy Moca,Passive,Relaxed,Moca,Pink Beret,Rice Bowl,,Common,,,,Pink Top,,,
1298,0x919fd043079D02B2c66Dd7f0fe3fa4358802Ca66,,Teal Sparkles,Green,Excited,Light Dark,Surprised,Determined,Dark,Tan Explorer Hat,Fried Chicken,,Common,,,Sparkles,Pink Top,Finger,,
1299,0xb27883ddE424BCC9268bca4bac86ba9E441290a5,,Light Blue,Green,Excited,Heavy Dark,Devious,Frown,Dark,,Blue Katana,,Lucky,Angry,,,,,,
1300,0x4008fd3c0622aAB8217a86a80855704Fb0478cF1,,Purple,Blue,Sad,Heavy Dark,Teeth Smile,Frown,Dark,,,Light Snow,Common,Sus,,,Rainbow Kimono,,,
1301,0x964D503DCd0217a2139a9DF956160F7b68A962AA,,Red,Gold,Sad,Gold,Tongue out,Frown,Gold,,,,Common,Surprised,Bubblegum Round Glasses,,Yellow Blanket,,,
1302,0x834F929d3b8E09a36A8f18257bBd002CBdA33826,,Purple Sparkles,Onyx,Sad,Heavy Moca,Scared,Shocked,Moca,White Shades,Lattern,,Lucky,Surprised,,,,Peace Sign,,
1303,0x427eF19eb44054e12EDD10abf8be22895826D536,,Teal,Green,Normal,Light Yellow,Surprised,Crying,Yellow,Ice Pack,,Particles,Common,Surprised,Blush,Dot,Yellow Blanket,,,
1304,0xB40A57f47e7CF9DB00AE5063c8c1EB6738Ba49cF,,Light Pink,Rainbow,Normal,Rainbow,Chubby,Tired,Rainbow,Pink Headband,Butter Knife,,Divine,Sad,,,Blue Bandana,,,
1305,0xb17Ac366bb27372913079A53a263738b40dCe3F2,,Light Grey,Rainbow,Normal,Rainbow,Surprised,Happy,Rainbow,,Carrot,,Divine,,,,Green Overalls,,,
1306,0xbEb6fB448090DD89a6dE46bD53D6cfC17770d0FE,,Dark Grey,Purple,Normal,Heavy Yellow,Devious,Bored,Blue Bob,,,,Common,,,,,,,
1307,0x6f66B7dc6D45A403B6E8Fb83F6c41E389bC829d4,,Teal,Pink,,Light Brown,Teeth Smile,Round,Brown,,Blue Wagasa,,Lucky,Angry,Blush,Big Sparkles,White Sheep Onesie,,,
1308,0xA0CAa7803205026ec08818664c4211aFF7565f56,,Light Grey,Purple,Normal,Heavy Yellow,Tongue out,Frown,Yellow,Blue Snapback,,Rain,Common,Angry,Eye Bags,,Blue Bandana,,Peace Sign,
1309,0x387bc685Db6598Aa6Aebc9498c2f65992aFeb44c,,Light Yellow,Green,Normal,Heavy Moca,Tongue out,Crying,Moca,,Toilet Paper,,Common,,Blue Aviator,Sparkles,,,,
1310,0xbBC18c005706EF607b969938475216aaB924A511,,Teal Sparkles,Green,Tired,Heavy Moca,Devious,Shocked,Moca,Blue Nightcap,Sushi,,Lucky,Sad,Blush,,Blue Artist Apron,,,
1311,0x640aab2299A40A8DbFeb1B3c93C4936B4f6b9a47,,Yellow,Purple,Tired,Heavy Grey,Smile,Bored,Grey,,,,Common,Sad,,,Potato Onesie,,,
1312,0xb61D2757DE108cA33725e84EaB6A88ED453496EB,,Purple Sparkles,Blue,Tired,Light Dark,Smile,Bored,Dark,Oni Mask,,Sakura,Common,,,,,,Finger,
1313,0xD79CBd8229c47BB8DD08daf2f95b2b5226d078Ea,,Green,Purple,,Heavy Moca,Disgust,Round,Moca,,Red Wine,Light Snow,Common,Angry,Annoyed,Big Sparkles,Tiger Onesie,,,
1314,0x855EcB5bC24809651dC420192cF2Fa33C540a136,,Teal,Blue,Sad,Light Grey,Yell,Crying,Grey,,Fish,,Lucky,,Scar,Heart,,,,
1315,0x21284131e5676960CC88C00739A3Dd66AAa292a7,,Pink,Green,Tired,Light Brown,Scared,Spaced out,Brown,,White Controller,,Common,Sus,White Round Glasses,,,,,
1316,0xFBf0A6576AbA1E054a7F0FcBbc173a533AefDc42,,Light Blue,Purple,Normal,Heavy Dark,Teeth Smile,Frown,Dark,Blue Kanzashi,Gord,,Lucky,,,,Teal Hoodie,,,
1317,0xFBf0A6576AbA1E054a7F0FcBbc173a533AefDc42,,Light Grey,Red,Tired,Heavy Dark,Smile,Relaxed,Dark,,,,Common,,Straw,,Blue Bunny Bag,Finger,,
1318,0x299E5feFC64dCC2d69D13E70A3f9d99853981570,,Pink,White,Normal,Heavy Moca,Tongue out,Determined,Moca,Blue Kanzashi,,,Common,,,Dot,Purple Hoodie,,,
1319,0x67eb4746F02211109f8Da2ACf3096d1e581dd79C,,Spirit Blue,Spirit,Normal,Spirit,Scared,Tired,,Halo,,Light Snow,Divine,Sad,,,Blue Blanket,,,
1320,0x8EeaCC7c8dC13f9e05AC5a901a604E9D9314866c,,Blue,Red,Normal,Light Yellow,Devious,Frown,Blue Ponytail,,Cucumber,,Common,,,,,,,
1321,0x16e770078555B5AAcC7D3488D5Ba3dF217BE0a40,,Light Pink,Purple,Excited,Heavy Brown,Scared,Round,Brown,Heart Glasses,Matcha Boba,,Common,Angry,Annoyed,Watery,Purple Hoodie,,,
1322,0xa715D6D4Eb023b9FCbe9a8285FDC13ee2DEa2ebB,,Grey,Green,Excited,Heavy Moca,Passive,Frown,Moca,Red Hat,Dango,,Lucky,Bushy,,,Yellow Artist Apron,,,
1323,0x8dA8321c4b132eDD3beddbF8e18052065E00a34E,,Light Green,Pink,Sad,Heavy Grey,Tongue out,Crying,Grey,Straw Hat,Capirinha,,Lucky,,,Watery,Purple Hoodie,,,
1324,0x272A0F390A38870B4ac449C6F66181b62F6A06D5,Lucky,,,,,,,,,,,,,,,,,,
1325,0x7A1505825BfF36C2ff611bE013F067Fd841b19E9,,Light Green,Pink,Sad,Light Yellow,Passive,Frown,Yellow,Tie Dye Headband,Chef Knife,,Lucky,,Eye Bags,,,Peace Sign,,
1326,0x379838ceB201aCdBe7C88934AF70905507A53c47,Common,,,,,,,,,,,,,,,,,,
1327,0xb1Ae532C7dcFB31B12951Fd087E2E2370fFED0C9,,Light Pink,Blue,Tired,Light Brown,Devious,Round,Brown,Toilet Paper,Egg,,Common,,,Big Sparkles,Toilet Paper,Finger,,
1328,0xee8Ddb4Eda7Bd5632cEE7eeb5e2D386e9870304a,,Dark Grey,Purple,Excited,Heavy Moca,Disgust,Determined,Moca,,Gold Net,Talisman,Common,,,Dot,Teal Hoodie,,,
1329,0x17eF5451Ed7F2b670F62AF8C25602521ABEDa01F,,Purple,Green,Sad,Light Yellow,Teeth Smile,Happy,Yellow,Sky Bucket Hat,Yakitori,Particles,Common,,,,Yellow Artist Apron,,,
1330,0x455E2B33F89fAd14AA777Dae5F3f3E62736ed486,Lucky,,,,,,,,,,,,,,,,,,
1331,0xa24779D3F7e4F2D60897fbF2582F2B27D3E6C806,,Light Green,Green,Excited,Light Moca,Passive,Bored,Moca,,Wood Brush,Sakura,Common,Angry,Sunglasses,,Teal Hoodie,,,
1332,0xA0baA707188ca75F265eC52cd9695b4B20A878f4,,Blue,Teal,Normal,Heavy Dark,Devious,Bored,,Sparkle Cap,Mushroom,,Common,Pointy,Eye Bags,,,,,
1333,0x637aFb870D2EdE6ab87A01F319662e8d80CCc152,,Yellow,Pink,Normal,Light Grey,Scared,Determined,Grey,Blue Nightcap,,,Common,,,Sparkles,Teal Hoodie,,,
1334,0x7Aa63FaDc2277E91aa9F2890E0A3F644354987C0,,Yellow Sparkles,Blue,Normal,Light Brown,Drool,Round,Afro,,,Spirits,Common,,,Watery,Green Overalls,,,
1335,0x00D93Cd7C1f8d11b31be003A74a9dD7F4d15556D,,Red,Purple,Sad,Light Brown,Yell,Determined,,Mom Cap,Pink Net,,Common,,Annoyed,Dot,School Uniform,,,
1336,0xdD6f00Aa15EaF947f49288b9F2c78a6f15Da08F7,,Teal,Green,Normal,Light Yellow,Hmph,Crying,Yellow,Blue Headband,,,Common,Sus,,Watery,Red Thin Scarf,,Peace Sign,
1337,0x4eD22a143756434dbDB8BA714d214E572568A07e,,Dark Blue,Red,Sad,Light Dark,Yell,Frown,Brown Long,,Blue Teacup,,Common,Sad,,,,,,
1338,0xdB1dB63a73366FCC1500dB458Ac23CB397244cda,,Light Blue,Red,Tired,Light Dark,Gasp,Bored,,White Bunny Headband,Egg,,Common,,,Dot,,,,
1339,0xFe974A55B8af48937ef403eB5CD74dB2649fDA10,,Red,Red,Normal,Light Brown,Tongue out,Crying,Brown,,Tomato,Rain,Common,Angry,Blue Aviator,Big Sparkles,Purple Hoodie,,,
1340,0xAF19f2eF71B43AA019f267873b0F5CB351Cb4A9C,,Dark Green,Blue,Sad,Heavy Dark,Scared,Tired,,Lemon Head,Coffee,,Lucky,Surprised,Eye Bags,,,,,
1341,0x4866651d9198343c8fe7812B513EdDC7562E78a6,,Shadow Blue,Shadow,Normal,Shadow,Surprised,Determined,,Skull Mask,Sake Cup,Talisman,Common,,,Sparkles,,,,
1342,0x1057Fa57Ee99Ba03FA165D7294DC34e287130655,,Light Grey,Rainbow,Normal,Rainbow,Sad,Bored,Rainbow,Banana Hat,Daruma,,Common,,,,Pink Overalls,Peace Sign,,
1343,0x4F9d5854126131Dc92F959acEbf7a98286138c43,,Light Yellow,Red,Sad,Light Yellow,Surprised,Crying,Green Braids,,Pencil and Doodle,Rain,Common,Sad,,Dot,,,,
1344,0x23970659287f89e2001A84961b6623d8a7f7E5Ca,,Purple,Red,Normal,Light Moca,Passive,Frown,Moca,Eggshell,Rootbeer,,Common,Surprised,,,Vest,,,
1345,0xBD1A7213F4646347268Ad90C5E1964c172Fd2ecE,,Purple,Purple,Excited,Light Brown,Passive,Round,Brown,,Red Wine,Rain,Lucky,,,Watery,Blue Overalls,,,
1346,0xCbfbee75931903C1B03363B08b30B646B29D452E,,Teal,Rainbow,Normal,Rainbow,Devious,Round,Rainbow,,,Sakura,Divine,Sad,,Big Sparkles,,Peace Sign,Peace Sign,
1347,0xC4B40d689eB9366a187cDfE541a1662F117fd76b,,Yellow,Blue,Normal,Light Brown,Sad,Determined,Brown,Blue Headband,,,Lucky,,,Sparkles,Yellow Duck Floatie,,,
1348,0xa153E2c412a4D837486fb23B2D1c2CD807567CF5,,Yellow,Pink,Normal,Light Brown,Passive,Frown,Brown,,Moki Doodle,,Common,Sad,Bubblegum Round Glasses,,,,Finger,
1349,0xF28aff7A4F2e8fEb66234a0E834546884c8e5183,,Light Grey,Rainbow,Normal,Rainbow,Surprised,Excited,Rainbow,,Water,,Lucky,Angry,Pink Pacifier,,Teal Hoodie,,,
1350,0x0355a3724c619D7b216b1236A7863C91b729F55f,,Yellow,Onyx,Normal,Light Dark,Teeth Smile,Shocked,Dark,Yellow Nightcap,,Rain,Common,Sad,,,Blue Kimono,,,
1351,0x0d066B37fb569De1e52b495c211B92a56E0AEF90,,Yellow,Red,Excited,Light Yellow,Yell,Frown,Yellow,,Onigiri,,Common,Bushy,Scar,,School Uniform,,,
1352,0x7a474410F836722e95a04B19FE16dBfC41b8C133,,Yellow,Yellow,Sad,Light Brown,Yell,Crying,Brown,Maid Headband,Pink Sensu,Sakura,Common,Sus,,Sparkles,Maid Apron,,,
1353,0x1c82E59C97FaeF5EbfB3997E34157e14d0A0a7D3,,Light Pink,Green,Excited,Light Dark,Gasp,Frown,Dark,Red Headband,Bob Plushie,,Common,,Bite,,,,,
1354,0x072fF17e877975ED84403b38722192c8f8bdF28c,,Light Green,Onyx,,Heavy Moca,Devious,Crying,Moca,,,Sakura,Lucky,Bushy,Scar,Watery,Red Sleeveless,,Finger,
1355,0x40d41d63DC562Df78A10c254fD7020CC05EdC5Ef,,Light Yellow,Green,Excited,Light Grey,Scared,Tired,Grey,,,,Lucky,Surprised,,Heart,Ninja Shirt,,,
1356,0x413Bb2458BC0134473F5e460e637C64e5b9cd955,,Dark Blue,Blue,Normal,Heavy Yellow,Gasp,Bored,Yellow,Shiny Blue Glasses,Coxinha,,Common,Sad,Blue Pacifier,,Yellow Duck Floatie,,,
1357,0xbE184aF34EFC47Be4720172200AD6588cE8A0caf,,Blue,Blue,Normal,Heavy Yellow,Scared,Happy,Yellow,,,,Lucky,,Blush,,Green Overalls,Finger,Finger,
1358,0x78eA71E36b1a83e30F485Ec273964859cF84228d,,Light Green,Red,Tired,Light Moca,Yell,Tired,,Toilet Paper,,,Common,Sad,Scar,,Toilet Paper,,Peace Sign,
1359,0x167C171dE475A0B5d905Ef5a88181b74114cdF2B,,Teal,Green,Excited,Heavy Brown,Gasp,Bored,Brown,,Taiyaki,,Common,Bushy,,,,,,
1360,0xF1396874357036A248E795a44822Bb0CBf4465f7,,Blue,Red,Excited,Light Yellow,Yell,Crying,Yellow,Ronin,Red Wagasa,,Common,Angry,,Watery,Ronin,,,
1361,0xf4730ef39874124B6FEdB558B8b8ef1Cf9219F43,,Blue,Green,Excited,Heavy Dark,Yell,Round,,Black Head Band,Bubble Tea,,Lucky,Angry,,Watery,Toilet Paper,Peace Sign,,
1362,0xf4730ef39874124B6FEdB558B8b8ef1Cf9219F43,,Light Blue,White,Normal,Light Brown,Gasp,Excited,Brown,,,Fog,Lucky,,,,,,,
1363,0xE9e03cD23d725c4a507B9341c1fC1E7319735021,,Purple,Red,Normal,Light Yellow,Smile,Determined,,White Egg,Coffee,,Common,,Scar,Dot,White Egg,,,
1364,0xE9e03cD23d725c4a507B9341c1fC1E7319735021,,Gallery Blue,White,Tired,Light Moca,Passive,Frown,Moca,,Bubble Tea,,Lucky,Bushy,,,,,,
1365,0x67ed296538fa266464677E51Eac065802D2f5389,,Pink,Teal,Excited,Light Dark,Gasp,Round,Dark,,,,Common,Angry,Sunglasses,Sparkles,Vest,,,
1366,0x9ec242689d99C542872dE5FBde5432969F531cCa,,Light Yellow,Gold,Tired,Gold,Smile,Excited,,Pink Kanzashi,Bronze coin,,Divine,Surprised,Battle Paint,,,,,
1367,0xb631bBEfc3E8C052084E0944525f71299cf08F3d,,Teal,Red,Sad,Heavy Yellow,Scared,Determined,Yellow,Toilet Paper,Emerald Hands Plushie,,Lucky,,,Sparkles,Toilet Paper,,,
1368,0x4B88D18421CA4A2039f9CD3DeC2d91497cC88Bc3,,Dark Grey,Blue,Sad,Heavy Moca,Scared,Relaxed,Moca,Pink Headband,Coffee,,Common,,,,,Peace Sign,,
1369,0x236EC3FEdB349D339f32999064157df3846D35a4,,Teal Sparkles,Green,Excited,Light Brown,Yell,Frown,Brown,Sky Bucket Hat,,,Common,Angry,,,Yellow Blanket,,,
1370,0x0e734bb56Bb955198787DD046e46eAe53F2A8e0E,,Dark Grey,Purple,Normal,Light Brown,Smile,Shocked,Brown,TMA Noble Skull,Taiyaki,,Common,Sus,,,Kappa Bag,,,
1371,0xB965541de4752C502930bef6a59ac3E32bB8A0Cf,,Teal Sparkles,Green,Normal,Light Moca,Surprised,Crying,Moca,,Arm Sling,Particles,Lucky,Bushy,,Big Sparkles,Blue Bandana,,,
1372,0x92653FD68c2448E471Ef576Ee8c0e573D8d1B2fb,,Light Green,Rainbow,,Rainbow,Tongue out,Round,Rainbow,,Grimbone Plushie,,Lucky,Angry,,Sparkles,Red Sleeveless,,,
1373,0xBC064f2172C35462aD83536Ab2f30f34336bf02d,,Light Grey,Yellow,Normal,Heavy Brown,Devious,Bored,Brown,Straw Hat,Banana Milk,Talisman,Lucky,Sus,,,Purple Hoodie,,,
1374,0xaa6A6401B6DD50DBF720662640240a91efeD12BD,,Teal,Pink,,Heavy Yellow,Surprised,Excited,Yellow,,Daruma,Particles,Common,,Blush,,Green Sleeveless,,,
1375,0xE43A77679BC0B2F01D75396DD81290756A83010C,,Dark Blue,White,Sad,Light Brown,Scared,Shocked,Brown,,,Heavy Snow,Common,,Eye Bags,,Jersey,,,
1376,0x935E21186a62fa0940b688606f5298E383ea226C,,Light Grey,Rainbow,Normal,Rainbow,Hmph,Determined,Rainbow,Tie Dye Headband,Big Stick,Talisman,Divine,,,Sparkles,,,,
1377,0x7d4D4e468D47540aeaAA9D9B24fbC4F8C48a8c17,,Light Pink,Red,Excited,Light Moca,Teeth Smile,Frown,Moca,,Black Controller,,Common,Sus,,,Penguin Onesie,,,
1378,0x2F80c2ad2F18016B7b47Cf36fA303C5b1d9fB694,,Dark Grey,Green,Normal,Light Dark,Sad,Bored,Dark,Black Beret,Dango,,Lucky,,,,Blue Bandana,,,
1379,0xb631bBEfc3E8C052084E0944525f71299cf08F3d,,Shadow Blue,Shadow,Normal,Shadow,Smile,Bored,,,,,Divine,Angry,,,,,Peace Sign,
1380,0x2E055D5D9C3c502A6f919C5E371757a2bA42ea89,,Light Blue,Blue,Normal,Heavy Grey,Drool,Crying,Grey,,Steamed Bun,,Lucky,Sus,Yellow Aviator,Heart,Purple Hoodie,,,
1381,0x2E0eF58169ee77bdacCD19bF2850f1E56c3E94Df,,Grey,Pink,Tired,Heavy Moca,Disgust,Tired,Moca,,Palette,,Common,Bushy,,,Teal Hoodie,,,
1382,0x31228B6C1cCb3aF4a983EAC7306A0125Bd1e5730,,Light Grey,Onyx,Tired,Light Moca,Smile,Determined,,Kappa Head,Steamed Bun,,Common,,Blush,Sparkles,,,,
1383,0xe821C24C79A31cF42Bcc4E3Cb92Cbf0C2E6DF6cf,,Pink,White,Sad,Light Dark,Tongue out,Bored,Dark,Toilet Paper,White Origami,,Common,,,,Toilet Paper,,,
1384,0xaB374A5e84403d38FfA100a779430217F92a6402,,Green,White,Excited,Light Yellow,Scared,Frown,Yellow,Pink Headband,Bubblegum Violence Plushie,Heavy Snow,Common,Bushy,Eye Bags,,Samurai,,,
1385,0xe45C23d44b1070aF5af075DE7731857c4c107832,,Light Yellow,Purple,,Light Yellow,Tongue out,Bored,,Bear Head,Black Sensu,Particles,Common,Sad,,,,,,
1386,0x81d1e486f5e7a0FAfBAD11312Ce86dd726AeA34e,,Dark Grey,Onyx,Excited,Heavy Grey,Yell,Determined,Grey,White Explorer Hat,Palette,,Lucky,,,Dot,,,,
1387,0x4f9196c6b318DE0D067101087dCd730e1f96D021,,Gallery Blue,Red,Excited,Light Grey,Surprised,Frown,Grey,Tengu Mask,Pink Net,,Common,Angry,,,,Peace Sign,,
1388,0x4B43429967E3FC9B70408893FBDC4019202Acaa4,,Dark Grey,Pink,Normal,Light Grey,Devious,Tired,Grey,,Onigiri,,Common,Pointy,Black Aviator,,Blue Artist Apron,Peace Sign,,
1389,0x2D1861A44F3bE70611f291752f98164D6D664f05,,Purple,Pink,Normal,Light Brown,Disgust,Determined,Brown,Lemon hat,,,Common,,Eye Bags,Sparkles,Pink Duck Floatie,,Finger,
